locus_tag	ftype	length_bp	gene	EC_number	COG	product
NHKJIMIN_04936	gene	474				
NHKJIMIN_04936	CDS	474				hypothetical protein
NHKJIMIN_04937	gene	546	mutS_2			
NHKJIMIN_04937	CDS	546	mutS_2			DNA mismatch repair protein MutS
NHKJIMIN_04938	gene	243				
NHKJIMIN_04938	CDS	243				hypothetical protein
NHKJIMIN_04939	gene	282	mutS_3			
NHKJIMIN_04939	CDS	282	mutS_3		COG0249	DNA mismatch repair protein MutS
NHKJIMIN_04940	gene	279	mutS_4			
NHKJIMIN_04940	CDS	279	mutS_4			DNA mismatch repair protein MutS
NHKJIMIN_04941	gene	924	mutS_5			
NHKJIMIN_04941	CDS	924	mutS_5		COG0249	DNA mismatch repair protein MutS
NHKJIMIN_04942	gene	471	mutS_6			
NHKJIMIN_04942	CDS	471	mutS_6		COG0249	DNA mismatch repair protein MutS
NHKJIMIN_04943	gene	1203	lgt_1			
NHKJIMIN_04943	CDS	1203	lgt_1	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
NHKJIMIN_04944	gene	222	lgt_2			
NHKJIMIN_04944	CDS	222	lgt_2	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
NHKJIMIN_04945	gene	876				
NHKJIMIN_04945	CDS	876				hypothetical protein
NHKJIMIN_04946	gene	264	ychF_1			
NHKJIMIN_04946	CDS	264	ychF_1		COG0012	Ribosome-binding ATPase YchF
NHKJIMIN_04947	gene	684	ychF_2			
NHKJIMIN_04947	CDS	684	ychF_2		COG0012	Ribosome-binding ATPase YchF
NHKJIMIN_04948	gene	831				
NHKJIMIN_04948	CDS	831				hypothetical protein
NHKJIMIN_04949	gene	264				
NHKJIMIN_04949	CDS	264				hypothetical protein
NHKJIMIN_04950	gene	255				
NHKJIMIN_04950	CDS	255				hypothetical protein
NHKJIMIN_04951	gene	132				
NHKJIMIN_04951	CDS	132				hypothetical protein
NHKJIMIN_04952	gene	120				
NHKJIMIN_04952	CDS	120				hypothetical protein
NHKJIMIN_04953	gene	393				
NHKJIMIN_04953	CDS	393				hypothetical protein
NHKJIMIN_04954	gene	375	cysK_1			
NHKJIMIN_04954	CDS	375	cysK_1	2.5.1.47		Cysteine synthase
NHKJIMIN_04955	gene	474	cysK_2			
NHKJIMIN_04955	CDS	474	cysK_2	2.5.1.47		Cysteine synthase
NHKJIMIN_04956	gene	177				
NHKJIMIN_04956	CDS	177				hypothetical protein
NHKJIMIN_04957	gene	249				
NHKJIMIN_04957	CDS	249				hypothetical protein
NHKJIMIN_04958	gene	258				
NHKJIMIN_04958	CDS	258				hypothetical protein
NHKJIMIN_04959	gene	210				
NHKJIMIN_04959	CDS	210				hypothetical protein
NHKJIMIN_04960	gene	576				
NHKJIMIN_04960	CDS	576				hypothetical protein
NHKJIMIN_04961	gene	636				
NHKJIMIN_04961	CDS	636				hypothetical protein
NHKJIMIN_04962	gene	327				
NHKJIMIN_04962	CDS	327				hypothetical protein
NHKJIMIN_04963	gene	270				
NHKJIMIN_04963	CDS	270				hypothetical protein
NHKJIMIN_04964	gene	270				
NHKJIMIN_04964	CDS	270				hypothetical protein
NHKJIMIN_04965	gene	177				
NHKJIMIN_04965	CDS	177				hypothetical protein
NHKJIMIN_04966	gene	597				
NHKJIMIN_04966	CDS	597				hypothetical protein
NHKJIMIN_04967	gene	357	ylaC			
NHKJIMIN_04967	CDS	357	ylaC		COG1595	RNA polymerase sigma factor YlaC
NHKJIMIN_04968	gene	192				
NHKJIMIN_04968	CDS	192				hypothetical protein
NHKJIMIN_04969	gene	546				
NHKJIMIN_04969	CDS	546				hypothetical protein
NHKJIMIN_04970	gene	588				
NHKJIMIN_04970	CDS	588				hypothetical protein
NHKJIMIN_04971	gene	159				
NHKJIMIN_04971	CDS	159				hypothetical protein
NHKJIMIN_04972	gene	471				
NHKJIMIN_04972	CDS	471				hypothetical protein
NHKJIMIN_04973	gene	132				
NHKJIMIN_04973	CDS	132				hypothetical protein
NHKJIMIN_04974	gene	597				
NHKJIMIN_04974	CDS	597				hypothetical protein
NHKJIMIN_04975	gene	222				
NHKJIMIN_04975	CDS	222				hypothetical protein
NHKJIMIN_04976	gene	267	rnr_1			
NHKJIMIN_04976	CDS	267	rnr_1	3.1.13.1	COG0557	Ribonuclease R
NHKJIMIN_04977	gene	591	rnr_2			
NHKJIMIN_04977	CDS	591	rnr_2	3.1.13.1		Ribonuclease R
NHKJIMIN_04978	gene	240	rnr_3			
NHKJIMIN_04978	CDS	240	rnr_3	3.1.13.1		Ribonuclease R
NHKJIMIN_04979	gene	471	rnr_4			
NHKJIMIN_04979	CDS	471	rnr_4	3.1.13.1	COG0557	Ribonuclease R
NHKJIMIN_04980	gene	177				
NHKJIMIN_04980	CDS	177				hypothetical protein
NHKJIMIN_04981	gene	591	mneP			
NHKJIMIN_04981	CDS	591	mneP		COG0053	Manganese efflux system protein MneP
NHKJIMIN_04982	gene	189	fieF			
NHKJIMIN_04982	CDS	189	fieF			Cation-efflux pump FieF
NHKJIMIN_04983	gene	789	auaH			
NHKJIMIN_04983	CDS	789	auaH	1.1.1.394		4-hydroxy-2-methyl-3-oxo-4-farnesyl-3,4-dihydroquinoline-1-oxide ketoreductase
NHKJIMIN_04984	gene	258				
NHKJIMIN_04984	CDS	258				hypothetical protein
NHKJIMIN_04985	gene	183				
NHKJIMIN_04985	CDS	183				hypothetical protein
NHKJIMIN_04986	gene	738				
NHKJIMIN_04986	CDS	738				hypothetical protein
NHKJIMIN_04987	gene	486	dusB_1			
NHKJIMIN_04987	CDS	486	dusB_1	1.3.1.-		tRNA-dihydrouridine synthase B
NHKJIMIN_04988	gene	333	dusB_2			
NHKJIMIN_04988	CDS	333	dusB_2	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
NHKJIMIN_04989	gene	522				
NHKJIMIN_04989	CDS	522				hypothetical protein
NHKJIMIN_04990	gene	1257	ubiU			
NHKJIMIN_04990	CDS	1257	ubiU	1.97.1.15		Ubiquinone biosynthesis hydroxylase UbiU
NHKJIMIN_04991	gene	1128				
NHKJIMIN_04991	CDS	1128				hypothetical protein
NHKJIMIN_04992	gene	426				
NHKJIMIN_04992	CDS	426				hypothetical protein
NHKJIMIN_04993	gene	516				
NHKJIMIN_04993	CDS	516				hypothetical protein
NHKJIMIN_04994	gene	273				
NHKJIMIN_04994	CDS	273				hypothetical protein
NHKJIMIN_04995	gene	222				
NHKJIMIN_04995	CDS	222				Putative fimbrium anchoring subunit Fim4B
NHKJIMIN_04996	gene	216				
NHKJIMIN_04996	CDS	216				Putative fimbrium anchoring subunit Fim4B
NHKJIMIN_04997	gene	171				
NHKJIMIN_04997	CDS	171				hypothetical protein
NHKJIMIN_04998	gene	261				
NHKJIMIN_04998	CDS	261				hypothetical protein
NHKJIMIN_04999	gene	372				
NHKJIMIN_04999	CDS	372				hypothetical protein
NHKJIMIN_05000	gene	150				
NHKJIMIN_05000	CDS	150				hypothetical protein
NHKJIMIN_05001	gene	198				
NHKJIMIN_05001	CDS	198				hypothetical protein
NHKJIMIN_05002	gene	234				
NHKJIMIN_05002	CDS	234				hypothetical protein
NHKJIMIN_05003	gene	159				
NHKJIMIN_05003	CDS	159				hypothetical protein
NHKJIMIN_05004	gene	117				
NHKJIMIN_05004	CDS	117				hypothetical protein
NHKJIMIN_05005	gene	90				
NHKJIMIN_05005	CDS	90				hypothetical protein
NHKJIMIN_05006	gene	234				
NHKJIMIN_05006	CDS	234				hypothetical protein
NHKJIMIN_05007	gene	222				
NHKJIMIN_05007	CDS	222				hypothetical protein
NHKJIMIN_05008	gene	246				
NHKJIMIN_05008	CDS	246				hypothetical protein
NHKJIMIN_05009	gene	339				
NHKJIMIN_05009	CDS	339				hypothetical protein
NHKJIMIN_05010	gene	261				
NHKJIMIN_05010	CDS	261				hypothetical protein
NHKJIMIN_05011	gene	816	sdhA			
NHKJIMIN_05011	CDS	816	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
NHKJIMIN_05012	gene	207				
NHKJIMIN_05012	CDS	207				hypothetical protein
NHKJIMIN_05013	gene	207				
NHKJIMIN_05013	CDS	207				hypothetical protein
NHKJIMIN_05014	gene	393				
NHKJIMIN_05014	CDS	393				hypothetical protein
NHKJIMIN_05015	gene	207				
NHKJIMIN_05015	CDS	207				hypothetical protein
NHKJIMIN_05016	gene	471				
NHKJIMIN_05016	CDS	471				hypothetical protein
NHKJIMIN_05017	gene	261				
NHKJIMIN_05017	CDS	261				hypothetical protein
NHKJIMIN_05018	gene	276				
NHKJIMIN_05018	CDS	276				hypothetical protein
NHKJIMIN_05019	gene	390				
NHKJIMIN_05019	CDS	390				hypothetical protein
NHKJIMIN_05020	gene	189				
NHKJIMIN_05020	CDS	189				hypothetical protein
NHKJIMIN_05021	gene	345				
NHKJIMIN_05021	CDS	345				hypothetical protein
NHKJIMIN_05022	gene	504				
NHKJIMIN_05022	CDS	504				hypothetical protein
NHKJIMIN_05023	gene	120				
NHKJIMIN_05023	CDS	120				hypothetical protein
NHKJIMIN_05024	gene	192				
NHKJIMIN_05024	CDS	192				hypothetical protein
NHKJIMIN_05025	gene	222				
NHKJIMIN_05025	CDS	222				hypothetical protein
NHKJIMIN_05026	gene	405				
NHKJIMIN_05026	CDS	405				hypothetical protein
NHKJIMIN_05027	gene	237				
NHKJIMIN_05027	CDS	237				hypothetical protein
NHKJIMIN_05028	gene	96				
NHKJIMIN_05028	CDS	96				hypothetical protein
NHKJIMIN_05029	gene	180				
NHKJIMIN_05029	CDS	180				hypothetical protein
NHKJIMIN_05030	gene	231				
NHKJIMIN_05030	CDS	231				hypothetical protein
NHKJIMIN_05031	gene	369	coaD			
NHKJIMIN_05031	CDS	369	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
NHKJIMIN_05032	gene	237				
NHKJIMIN_05032	CDS	237				hypothetical protein
NHKJIMIN_05033	gene	288	gyrB_4			
NHKJIMIN_05033	CDS	288	gyrB_4	5.6.2.2	COG0187	DNA gyrase subunit B
NHKJIMIN_05034	gene	144				
NHKJIMIN_05034	CDS	144				hypothetical protein
NHKJIMIN_05035	gene	1074	gyrB_5			
NHKJIMIN_05035	CDS	1074	gyrB_5	5.6.2.2	COG0187	Type 2 topoisomerase subunit B
NHKJIMIN_05036	gene	486	yghO			
NHKJIMIN_05036	CDS	486	yghO		COG0456	Protein YghO
NHKJIMIN_05037	gene	102				
NHKJIMIN_05037	CDS	102				hypothetical protein
NHKJIMIN_05038	gene	174				
NHKJIMIN_05038	CDS	174				hypothetical protein
NHKJIMIN_05039	gene	201				
NHKJIMIN_05039	CDS	201				hypothetical protein
NHKJIMIN_05040	gene	297	yrbG			
NHKJIMIN_05040	CDS	297	yrbG		COG0530	Inner membrane protein YrbG
NHKJIMIN_05041	gene	1176				
NHKJIMIN_05041	CDS	1176				hypothetical protein
NHKJIMIN_05042	gene	471				
NHKJIMIN_05042	CDS	471				hypothetical protein
NHKJIMIN_05043	gene	237				
NHKJIMIN_05043	CDS	237				hypothetical protein
NHKJIMIN_05044	gene	642				
NHKJIMIN_05044	CDS	642				hypothetical protein
NHKJIMIN_05045	gene	1122				
NHKJIMIN_05045	CDS	1122				hypothetical protein
NHKJIMIN_05046	gene	678				
NHKJIMIN_05046	CDS	678				hypothetical protein
NHKJIMIN_05047	gene	726	btuB_6			
NHKJIMIN_05047	CDS	726	btuB_6			Vitamin B12 transporter BtuB
NHKJIMIN_05048	gene	174				
NHKJIMIN_05048	CDS	174				hypothetical protein
NHKJIMIN_05049	gene	312				
NHKJIMIN_05049	CDS	312				hypothetical protein
NHKJIMIN_05050	gene	297	sacC_1			
NHKJIMIN_05050	CDS	297	sacC_1	3.2.1.80	COG1621	Levanase
NHKJIMIN_05051	gene	1005	sacC_2			
NHKJIMIN_05051	CDS	1005	sacC_2	3.2.1.80	COG1621	Levanase
NHKJIMIN_05052	gene	954				
NHKJIMIN_05052	CDS	954				hypothetical protein
NHKJIMIN_05053	gene	522	todS			
NHKJIMIN_05053	CDS	522	todS	2.7.13.3	COG0745	Sensor histidine kinase TodS
NHKJIMIN_05054	gene	1053	rcsC_7			
NHKJIMIN_05054	CDS	1053	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
NHKJIMIN_05055	gene	492				
NHKJIMIN_05055	CDS	492				hypothetical protein
NHKJIMIN_05056	gene	264				
NHKJIMIN_05056	CDS	264				hypothetical protein
NHKJIMIN_05057	gene	225				
NHKJIMIN_05057	CDS	225				hypothetical protein
NHKJIMIN_05058	gene	573				
NHKJIMIN_05058	CDS	573				hypothetical protein
NHKJIMIN_05059	gene	288				
NHKJIMIN_05059	CDS	288				hypothetical protein
NHKJIMIN_05060	gene	132				
NHKJIMIN_05060	CDS	132				hypothetical protein
NHKJIMIN_05061	gene	678	csbC			
NHKJIMIN_05061	CDS	678	csbC		COG2814	putative metabolite transport protein CsbC
NHKJIMIN_05062	gene	384	xylE_1			
NHKJIMIN_05062	CDS	384	xylE_1		COG0477	D-xylose-proton symporter
NHKJIMIN_05063	gene	675				
NHKJIMIN_05063	CDS	675				hypothetical protein
NHKJIMIN_05064	gene	930				
NHKJIMIN_05064	CDS	930				hypothetical protein
NHKJIMIN_05065	gene	339				
NHKJIMIN_05065	CDS	339				hypothetical protein
NHKJIMIN_05066	gene	1026	susC_30			
NHKJIMIN_05066	CDS	1026	susC_30		COG1629	TonB-dependent receptor SusC
NHKJIMIN_05067	gene	453				
NHKJIMIN_05067	CDS	453				hypothetical protein
NHKJIMIN_05068	gene	330				
NHKJIMIN_05068	CDS	330				hypothetical protein
NHKJIMIN_05069	gene	294				
NHKJIMIN_05069	CDS	294				hypothetical protein
NHKJIMIN_05070	gene	843				
NHKJIMIN_05070	CDS	843			COG4771	TonB-dependent receptor P3
NHKJIMIN_05071	gene	258				
NHKJIMIN_05071	CDS	258				hypothetical protein
NHKJIMIN_05072	gene	174				
NHKJIMIN_05072	CDS	174				hypothetical protein
NHKJIMIN_05073	gene	756				
NHKJIMIN_05073	CDS	756				hypothetical protein
NHKJIMIN_05074	gene	573				
NHKJIMIN_05074	CDS	573				hypothetical protein
NHKJIMIN_05075	gene	261				
NHKJIMIN_05075	CDS	261				hypothetical protein
NHKJIMIN_05076	gene	174				
NHKJIMIN_05076	CDS	174				hypothetical protein
NHKJIMIN_05077	gene	231				
NHKJIMIN_05077	CDS	231				hypothetical protein
NHKJIMIN_05078	gene	840				
NHKJIMIN_05078	CDS	840				hypothetical protein
NHKJIMIN_05079	gene	189				
NHKJIMIN_05079	CDS	189				hypothetical protein
NHKJIMIN_05080	gene	543	ddpX			
NHKJIMIN_05080	CDS	543	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
NHKJIMIN_05081	gene	114				
NHKJIMIN_05081	CDS	114				hypothetical protein
NHKJIMIN_05082	gene	204				
NHKJIMIN_05082	CDS	204				hypothetical protein
NHKJIMIN_05083	gene	210				
NHKJIMIN_05083	CDS	210				hypothetical protein
NHKJIMIN_05084	gene	291				
NHKJIMIN_05084	CDS	291				hypothetical protein
NHKJIMIN_05085	gene	1521				
NHKJIMIN_05085	rRNA	1521				16S ribosomal RNA
NHKJIMIN_05086	gene	77				
NHKJIMIN_05086	tRNA	77				tRNA-Ile(gat)
NHKJIMIN_05087	gene	76				
NHKJIMIN_05087	tRNA	76				tRNA-Ala(tgc)
NHKJIMIN_05088	gene	2877				
NHKJIMIN_05088	rRNA	2877				23S ribosomal RNA
NHKJIMIN_05089	gene	106				
NHKJIMIN_05089	rRNA	106				5S ribosomal RNA
NHKJIMIN_05090	gene	705				
NHKJIMIN_05090	CDS	705				hypothetical protein
NHKJIMIN_05091	gene	303				
NHKJIMIN_05091	CDS	303				hypothetical protein
NHKJIMIN_05092	gene	201				
NHKJIMIN_05092	CDS	201				hypothetical protein
NHKJIMIN_05093	gene	924	mdtC_2			
NHKJIMIN_05093	CDS	924	mdtC_2			Multidrug resistance protein MdtC
NHKJIMIN_05094	gene	318				
NHKJIMIN_05094	CDS	318				hypothetical protein
NHKJIMIN_05095	gene	489				
NHKJIMIN_05095	CDS	489				hypothetical protein
NHKJIMIN_05096	gene	525				
NHKJIMIN_05096	CDS	525				hypothetical protein
NHKJIMIN_05097	gene	195				
NHKJIMIN_05097	CDS	195				hypothetical protein
NHKJIMIN_05098	gene	246				
NHKJIMIN_05098	CDS	246				hypothetical protein
NHKJIMIN_05099	gene	717				
NHKJIMIN_05099	CDS	717				hypothetical protein
NHKJIMIN_05100	gene	342				
NHKJIMIN_05100	CDS	342				hypothetical protein
NHKJIMIN_05101	gene	192				
NHKJIMIN_05101	CDS	192				hypothetical protein
NHKJIMIN_05102	gene	552				
NHKJIMIN_05102	CDS	552				hypothetical protein
NHKJIMIN_05103	gene	273				
NHKJIMIN_05103	CDS	273				hypothetical protein
NHKJIMIN_05104	gene	465				
NHKJIMIN_05104	CDS	465				hypothetical protein
NHKJIMIN_05105	gene	75				
NHKJIMIN_05105	tRNA	75				tRNA-Met(cat)
NHKJIMIN_05106	gene	285				
NHKJIMIN_05106	CDS	285				hypothetical protein
NHKJIMIN_05107	gene	465	asnC_1			
NHKJIMIN_05107	CDS	465	asnC_1		COG1522	Regulatory protein AsnC
NHKJIMIN_05108	gene	372				
NHKJIMIN_05108	CDS	372				hypothetical protein
NHKJIMIN_05109	gene	306				
NHKJIMIN_05109	CDS	306				hypothetical protein
NHKJIMIN_05110	gene	303				
NHKJIMIN_05110	CDS	303				IS1182 family transposase ISMsp1
NHKJIMIN_05111	gene	165				
NHKJIMIN_05111	CDS	165				hypothetical protein
NHKJIMIN_05112	gene	642				
NHKJIMIN_05112	CDS	642				IS1182 family transposase ISBf5
NHKJIMIN_05113	gene	300	fklB			
NHKJIMIN_05113	CDS	300	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
NHKJIMIN_05114	gene	411				
NHKJIMIN_05114	CDS	411				hypothetical protein
NHKJIMIN_05115	gene	288				
NHKJIMIN_05115	CDS	288				hypothetical protein
NHKJIMIN_05116	gene	186				
NHKJIMIN_05116	CDS	186				hypothetical protein
NHKJIMIN_05117	gene	216	npdA			
NHKJIMIN_05117	CDS	216	npdA	2.3.1.286	COG0846	NAD-dependent protein deacylase
NHKJIMIN_05118	gene	165	cobB_1			
NHKJIMIN_05118	CDS	165	cobB_1	2.3.1.286		NAD-dependent protein deacylase
NHKJIMIN_05119	gene	120				
NHKJIMIN_05119	CDS	120				hypothetical protein
NHKJIMIN_05120	gene	198				
NHKJIMIN_05120	CDS	198				hypothetical protein
NHKJIMIN_05121	gene	153				
NHKJIMIN_05121	CDS	153				hypothetical protein
NHKJIMIN_05122	gene	435				
NHKJIMIN_05122	CDS	435		2.4.1.-	COG0463	PGL/p-HBAD biosynthesis glycosyltransferase
NHKJIMIN_05123	gene	195	tuaG			
NHKJIMIN_05123	CDS	195	tuaG	2.4.-.-	COG1215	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
NHKJIMIN_05124	gene	267	bshA_1			
NHKJIMIN_05124	CDS	267	bshA_1	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
NHKJIMIN_05125	gene	345				
NHKJIMIN_05125	CDS	345				hypothetical protein
NHKJIMIN_05126	gene	585				
NHKJIMIN_05126	CDS	585				hypothetical protein
NHKJIMIN_05127	gene	123	wecC_2			
NHKJIMIN_05127	CDS	123	wecC_2	1.1.1.336		UDP-N-acetyl-D-mannosamine dehydrogenase
NHKJIMIN_05128	gene	360	wecC_3			
NHKJIMIN_05128	CDS	360	wecC_3	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
NHKJIMIN_05129	gene	297	wecC_4			
NHKJIMIN_05129	CDS	297	wecC_4	1.1.1.336		UDP-N-acetyl-D-mannosamine dehydrogenase
NHKJIMIN_05130	gene	336	wecC_5			
NHKJIMIN_05130	CDS	336	wecC_5	1.1.1.336		UDP-N-acetyl-D-mannosamine dehydrogenase
NHKJIMIN_05131	gene	465	sacA			
NHKJIMIN_05131	CDS	465	sacA	5.1.3.14		UDP-N-acetylglucosamine 2-epimerase
NHKJIMIN_05132	gene	198	wecB_3			
NHKJIMIN_05132	CDS	198	wecB_3	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
NHKJIMIN_05133	gene	153				
NHKJIMIN_05133	CDS	153				hypothetical protein
NHKJIMIN_05134	gene	501				
NHKJIMIN_05134	CDS	501				hypothetical protein
NHKJIMIN_05135	gene	594	pimA			
NHKJIMIN_05135	CDS	594	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
NHKJIMIN_05136	gene	210				
NHKJIMIN_05136	CDS	210				hypothetical protein
NHKJIMIN_05137	gene	378				
NHKJIMIN_05137	CDS	378				hypothetical protein
NHKJIMIN_05138	gene	672				
NHKJIMIN_05138	CDS	672				hypothetical protein
NHKJIMIN_05139	gene	342				
NHKJIMIN_05139	CDS	342				hypothetical protein
NHKJIMIN_05140	gene	369	pglH			
NHKJIMIN_05140	CDS	369	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
NHKJIMIN_05141	gene	306				
NHKJIMIN_05141	CDS	306				hypothetical protein
NHKJIMIN_05142	gene	696				
NHKJIMIN_05142	CDS	696				hypothetical protein
NHKJIMIN_05143	gene	183				
NHKJIMIN_05143	CDS	183				hypothetical protein
NHKJIMIN_05144	gene	330				
NHKJIMIN_05144	CDS	330				hypothetical protein
NHKJIMIN_05145	gene	513	metG_1			
NHKJIMIN_05145	CDS	513	metG_1	6.1.1.10		Methionine--tRNA ligase
NHKJIMIN_05146	gene	111				
NHKJIMIN_05146	CDS	111				hypothetical protein
NHKJIMIN_05147	gene	348	metG_2			
NHKJIMIN_05147	CDS	348	metG_2	6.1.1.10		Methionine--tRNA ligase
NHKJIMIN_05148	gene	741	metG_3			
NHKJIMIN_05148	CDS	741	metG_3	6.1.1.10		Methionine--tRNA ligase
NHKJIMIN_05149	gene	180				
NHKJIMIN_05149	CDS	180				hypothetical protein
NHKJIMIN_05150	gene	351				
NHKJIMIN_05150	CDS	351				hypothetical protein
NHKJIMIN_05151	gene	180				
NHKJIMIN_05151	CDS	180				hypothetical protein
NHKJIMIN_05152	gene	249				
NHKJIMIN_05152	CDS	249				hypothetical protein
NHKJIMIN_05153	gene	294				
NHKJIMIN_05153	CDS	294				hypothetical protein
NHKJIMIN_05154	gene	210				
NHKJIMIN_05154	CDS	210				hypothetical protein
NHKJIMIN_05155	gene	714				
NHKJIMIN_05155	CDS	714				hypothetical protein
NHKJIMIN_05156	gene	288				
NHKJIMIN_05156	CDS	288				hypothetical protein
NHKJIMIN_05157	gene	366				
NHKJIMIN_05157	CDS	366				hypothetical protein
NHKJIMIN_05158	gene	213				
NHKJIMIN_05158	CDS	213				hypothetical protein
NHKJIMIN_05159	gene	204				
NHKJIMIN_05159	CDS	204				hypothetical protein
NHKJIMIN_05160	gene	225				
NHKJIMIN_05160	CDS	225				hypothetical protein
NHKJIMIN_05161	gene	303				
NHKJIMIN_05161	CDS	303				hypothetical protein
NHKJIMIN_05162	gene	222				
NHKJIMIN_05162	CDS	222				hypothetical protein
NHKJIMIN_05163	gene	291				
NHKJIMIN_05163	CDS	291				hypothetical protein
NHKJIMIN_05164	gene	177				
NHKJIMIN_05164	CDS	177				hypothetical protein
NHKJIMIN_05165	gene	135				
NHKJIMIN_05165	CDS	135				hypothetical protein
NHKJIMIN_05166	gene	312				
NHKJIMIN_05166	CDS	312				hypothetical protein
NHKJIMIN_05167	gene	354				
NHKJIMIN_05167	CDS	354				hypothetical protein
NHKJIMIN_05168	gene	489				
NHKJIMIN_05168	CDS	489				hypothetical protein
NHKJIMIN_05169	gene	153				
NHKJIMIN_05169	CDS	153				hypothetical protein
NHKJIMIN_05170	gene	174				
NHKJIMIN_05170	CDS	174				hypothetical protein
NHKJIMIN_05171	gene	183				
NHKJIMIN_05171	CDS	183				hypothetical protein
NHKJIMIN_05172	gene	303				
NHKJIMIN_05172	CDS	303				hypothetical protein
NHKJIMIN_05173	gene	294				
NHKJIMIN_05173	CDS	294				hypothetical protein
NHKJIMIN_05174	gene	312				
NHKJIMIN_05174	CDS	312				hypothetical protein
NHKJIMIN_05175	gene	393				
NHKJIMIN_05175	CDS	393				hypothetical protein
NHKJIMIN_05176	gene	354				
NHKJIMIN_05176	CDS	354				hypothetical protein
NHKJIMIN_05177	gene	342				
NHKJIMIN_05177	CDS	342				hypothetical protein
NHKJIMIN_05178	gene	273				
NHKJIMIN_05178	CDS	273				hypothetical protein
NHKJIMIN_05179	gene	150				
NHKJIMIN_05179	CDS	150				hypothetical protein
NHKJIMIN_05180	gene	399				
NHKJIMIN_05180	CDS	399				hypothetical protein
NHKJIMIN_05181	gene	621	ahbD			
NHKJIMIN_05181	CDS	621	ahbD	1.3.98.6	COG0535	AdoMet-dependent heme synthase
NHKJIMIN_05182	gene	447				
NHKJIMIN_05182	CDS	447				hypothetical protein
NHKJIMIN_05183	gene	243				
NHKJIMIN_05183	CDS	243				hypothetical protein
NHKJIMIN_05184	gene	129				
NHKJIMIN_05184	CDS	129				hypothetical protein
NHKJIMIN_05185	gene	264				
NHKJIMIN_05185	CDS	264				hypothetical protein
NHKJIMIN_05186	gene	195				
NHKJIMIN_05186	CDS	195				hypothetical protein
NHKJIMIN_05187	gene	153				
NHKJIMIN_05187	CDS	153				hypothetical protein
NHKJIMIN_05188	gene	177				
NHKJIMIN_05188	CDS	177				hypothetical protein
NHKJIMIN_05189	gene	327				
NHKJIMIN_05189	CDS	327				hypothetical protein
NHKJIMIN_05190	gene	372				
NHKJIMIN_05190	CDS	372				hypothetical protein
NHKJIMIN_05191	gene	369				
NHKJIMIN_05191	CDS	369				hypothetical protein
NHKJIMIN_05192	gene	501				
NHKJIMIN_05192	CDS	501				hypothetical protein
NHKJIMIN_05193	gene	180				
NHKJIMIN_05193	CDS	180				hypothetical protein
NHKJIMIN_05194	gene	795				
NHKJIMIN_05194	CDS	795				hypothetical protein
NHKJIMIN_05195	gene	279				
NHKJIMIN_05195	CDS	279				hypothetical protein
NHKJIMIN_05196	gene	294	comM_1			
NHKJIMIN_05196	CDS	294	comM_1		COG0606	Competence protein ComM
NHKJIMIN_05197	gene	192	comM_2			
NHKJIMIN_05197	CDS	192	comM_2		COG0606	Competence protein ComM
NHKJIMIN_05198	gene	732	comM_3			
NHKJIMIN_05198	CDS	732	comM_3		COG0606	Competence protein ComM
NHKJIMIN_05199	gene	456	resA_1			
NHKJIMIN_05199	CDS	456	resA_1			Thiol-disulfide oxidoreductase ResA
NHKJIMIN_05200	gene	408				
NHKJIMIN_05200	CDS	408				hypothetical protein
NHKJIMIN_05201	gene	312				
NHKJIMIN_05201	CDS	312				hypothetical protein
NHKJIMIN_05202	gene	321				
NHKJIMIN_05202	CDS	321				hypothetical protein
NHKJIMIN_05203	gene	360				
NHKJIMIN_05203	CDS	360				hypothetical protein
NHKJIMIN_05204	gene	453				
NHKJIMIN_05204	CDS	453				hypothetical protein
NHKJIMIN_05205	gene	201				
NHKJIMIN_05205	CDS	201				hypothetical protein
NHKJIMIN_05206	gene	345	xerD_2			
NHKJIMIN_05206	CDS	345	xerD_2			Tyrosine recombinase XerD
NHKJIMIN_05207	gene	324	xerD_3			
NHKJIMIN_05207	CDS	324	xerD_3			Tyrosine recombinase XerD
NHKJIMIN_05208	gene	216				
NHKJIMIN_05208	CDS	216				hypothetical protein
NHKJIMIN_05209	gene	420	aroQ			
NHKJIMIN_05209	CDS	420	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
