#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_16	88977	89285	-	LGJFBO_03533	11.8	9.2		
contig_16	89329	89595	-	LGJFBO_03534	10.5	7.8	PF18824.6|LPD11	PFAM:PF18824.6
contig_16	90322	90543	-	LGJFBO_03536	8.4	8.8		
contig_16	90824	90934	+	LGJFBO_03537	4.3	9.2		
contig_16	90948	92159	+	LGJFBO_03538	47.0	8.8		
contig_16	92177	93019	-	LGJFBO_03539	32.6	7.7		
contig_16	97515	97622	-	LGJFBO_03541	4.3	9.3		
contig_16	99661	99906	+	LGJFBO_03544	9.5	8.7		SO:0001217, UniRef:UniRef50_D7J9B9
contig_16	99950	100279	+	LGJFBO_03545	12.7	9.7		
contig_16	105775	106776	-	LGJFBO_03552	38.5	9.7	PF13102.12|Phage_int_SAM_5	PFAM:PF13102.12
contig_17	175	378	+	LGJFBO_03553	7.0	8.0		
contig_17	32203	32442	+	LGJFBO_03574	9.2	5.5	PF04542.20|Sigma70_r2	PFAM:PF04542.20
contig_17	32551	33621	+	LGJFBO_03575	41.6	6.5	PF01055.32|Glyco_hydro_31_2nd	PFAM:PF01055.32
contig_17	33670	34788	+	LGJFBO_03576	42.5	7.1	PF01055.32|Glyco_hydro_31_2nd, PF21365.3|Glyco_hydro_31_3rd	PFAM:PF01055.32, PFAM:PF21365.3
contig_17	38478	38648	-	LGJFBO_03579	6.4	10.1		
contig_17	39684	40580	-	LGJFBO_03580	35.1	10.3		
contig_17	42834	42959	-	LGJFBO_03584	5.2	7.8		
contig_17	47098	47286	-	LGJFBO_03588	7.0	9.7		
contig_17	64569	65021	-	LGJFBO_03613	16.9	5.1		
contig_17	94584	95345	+	LGJFBO_03630	28.6	7.0	PF01656.29|CbiA, PF09140.17|MipZ, PF13614.12|AAA_31	PFAM:PF01656.29, PFAM:PF09140.17, PFAM:PF13614.12
contig_17	97091	97408	+	LGJFBO_03634	10.8	9.7		SO:0001217, UniRef:UniRef50_A0A401M1H3
contig_17	100697	100909	+	LGJFBO_03638	8.0	9.6		
contig_18	2	370	+	LGJFBO_03639	14.5	5.8		
contig_18	12091	12333	+	LGJFBO_03649	8.7	8.3		
contig_18	13752	13997	+	LGJFBO_03651	9.5	5.4		
contig_18	16509	16649	+	LGJFBO_03654	5.7	4.6		
contig_18	26889	27170	-	LGJFBO_03665	10.4	5.0	PF03992.22|ABM	PFAM:PF03992.22
contig_18	54302	54487	+	LGJFBO_03681	7.0	5.2		
contig_18	57287	57427	-	LGJFBO_03684	5.1	4.1		
contig_18	70918	71016	-	LGJFBO_03695	3.9	6.5		
contig_19	32044	32616	+	LGJFBO_03732	22.4	8.7		
contig_19	39703	39843	-	LGJFBO_03738	5.4	4.9		
contig_19	55637	55807	+	LGJFBO_03750	5.8	4.1	PF00037.32|Fer4, PF12797.12|Fer4_2, PF12798.12|Fer4_3, PF12800.12|Fer4_4, PF12837.12|Fer4_6, PF12838.12|Fer4_7, PF13183.11|Fer4_8, PF13237.11|Fer4_10, PF13484.11|Fer4_16, PF13534.11|Fer4_17	PFAM:PF00037.32, PFAM:PF12797.12, PFAM:PF12798.12, PFAM:PF12800.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13484.11, PFAM:PF13534.11
contig_19	84682	84765	+	LGJFBO_03770	3.4	10.6		
contig_20	2	652	+	LGJFBO_03771	25.0	6.5		
contig_20	653	772	+	LGJFBO_03772	4.6	10.6		
contig_20	3287	3403	+	LGJFBO_03775	4.8	6.8		
contig_20	3823	4452	+	LGJFBO_03776	23.8	9.4		
contig_20	4533	5855	-	LGJFBO_03777	49.8	6.2	PF01640.23|Peptidase_C10	PFAM:PF01640.23
contig_20	6691	7221	-	LGJFBO_03779	20.2	8.7		SO:0001217, UniRef:UniRef50_A0A016A3L7
contig_20	9570	11348	-	LGJFBO_03782	67.2	6.4	PF00270.35|DEAD, PF05127.20|Helicase_RecD, PF13086.12|AAA_11, PF13087.12|AAA_12, PF13245.12|AAA_19, PF13604.12|AAA_30	PFAM:PF00270.35, PFAM:PF05127.20, PFAM:PF13086.12, PFAM:PF13087.12, PFAM:PF13245.12, PFAM:PF13604.12, SO:0001217, UniRef:UniRef50_R7F0A9
contig_20	15209	15820	-	LGJFBO_03787	23.6	5.3		SO:0001217, UniRef:UniRef50_A0AAE6K893
contig_20	15902	16072	+	LGJFBO_03788	6.9	10.0		
contig_20	18284	19177	+	LGJFBO_03790	34.6	6.1		
contig_20	19330	20130	-	LGJFBO_03791	30.9	6.9		
contig_20	21511	21678	+	LGJFBO_03793	6.7	6.2		
contig_20	21707	22153	-	LGJFBO_03794	17.6	6.3	PF20600.3|ExoX-like_C	PFAM:PF20600.3
contig_20	22189	22500	-	LGJFBO_03795	12.6	4.7		SO:0001217, UniRef:UniRef50_A0A5N0LC23
contig_20	22524	22862	-	LGJFBO_03796	13.3	5.2		
contig_20	23152	23337	-	LGJFBO_03798	7.4	9.7		
contig_20	23337	23678	-	LGJFBO_03799	13.1	6.6		
contig_20	23865	24332	-	LGJFBO_03800	18.4	8.8		
contig_20	24353	24628	-	LGJFBO_03801	10.4	4.8		
contig_20	24612	24824	-	LGJFBO_03802	8.6	9.8		
contig_20	25130	25717	-	LGJFBO_03803	23.1	6.7		
contig_20	26340	27968	-	LGJFBO_03804	63.6	5.1		
contig_20	28137	28388	-	LGJFBO_03805	9.8	9.1		
contig_20	28432	28791	-	LGJFBO_03806	13.6	5.9		
contig_20	29917	30168	-	LGJFBO_03808	10.0	9.3		
contig_20	30152	30469	-	LGJFBO_03809	12.2	9.3		
contig_20	32192	33205	-	LGJFBO_03812	37.1	5.9	PF12508.14|Transposon_TraM	PFAM:PF12508.14
contig_20	35346	36131	-	LGJFBO_03815	29.3	5.5		
contig_20	39107	39433	-	LGJFBO_03818	12.5	10.1		
contig_20	39441	39752	-	LGJFBO_03819	10.9	9.7		
contig_20	47165	47920	-	LGJFBO_03825	28.8	5.2		
contig_20	47933	48433	-	LGJFBO_03826	19.6	6.1		
contig_20	49415	49639	+	LGJFBO_03828	8.5	4.3		
contig_20	52398	52982	-	LGJFBO_03831	23.4	8.2		
contig_20	54125	54943	+	LGJFBO_03833	30.7	7.7	PF00142.24|Fer4_NifH, PF01656.29|CbiA, PF02374.21|ArsA_ATPase, PF06564.18|CBP_BcsQ, PF09140.17|MipZ, PF13614.12|AAA_31	PFAM:PF00142.24, PFAM:PF01656.29, PFAM:PF02374.21, PFAM:PF06564.18, PFAM:PF09140.17, PFAM:PF13614.12
contig_20	54951	55187	+	LGJFBO_03834	8.9	9.1		
contig_20	57274	57477	+	LGJFBO_03836	8.1	4.3		
contig_20	59111	60754	+	LGJFBO_03838	60.8	5.2	PF13475.11|DUF4116	PFAM:PF13475.11
contig_20	66719	68455	+	LGJFBO_03841	65.9	5.0	PF13475.11|DUF4116	PFAM:PF13475.11
contig_20	77124	78083	+	LGJFBO_03846	36.3	8.9		
contig_21	7271	7588	+	LGJFBO_03853	12.4	5.3		SO:0001217, UniRef:UniRef50_D1JMQ3
contig_21	27816	28115	+	LGJFBO_03864	11.6	5.2	PF13181.12|TPR_8	PFAM:PF13181.12
contig_21	28192	28545	+	LGJFBO_03865	14.0	4.1	PF24832.1|DUF7716	PFAM:PF24832.1, SO:0001217, UniRef:UniRef50_A0A927MRA9
contig_21	28624	28992	+	LGJFBO_03866	14.2	4.7		
contig_21	29042	29599	+	LGJFBO_03867	21.9	4.6		SO:0001217, UniRef:UniRef50_A0A0I9S9K6
contig_21	29645	29989	+	LGJFBO_03868	13.7	4.8		
contig_21	34834	35142	-	LGJFBO_03877	11.9	9.8		
contig_21	35387	35548	+	LGJFBO_03878	6.3	7.7		
contig_22	2	352	+	LGJFBO_03908	13.7	8.0		
contig_22	6657	7250	-	LGJFBO_03917	22.5	10.2		
contig_22	7266	7487	-	LGJFBO_03918	8.3	6.7	PF24737.1|DUF7688	PFAM:PF24737.1, SO:0001217, UniRef:UniRef50_Q5LGB7
contig_22	7959	8204	-	LGJFBO_03920	9.3	4.2	PF22273.1|DUF6956	PFAM:PF22273.1
contig_22	11310	11525	-	LGJFBO_03927	7.8	10.7		
contig_22	12495	13085	-	LGJFBO_03928	22.6	5.1	PF08448.16|PAS_4	PFAM:PF08448.16
contig_22	20139	22088	-	LGJFBO_03932	73.7	5.3	PF07980.17|SusD_RagB, PF14322.12|SusD-like_3	PFAM:PF07980.17, PFAM:PF14322.12
contig_22	34898	35968	+	LGJFBO_03943	40.5	8.4	PF00578.27|AhpC-TSA, PF08534.16|Redoxin, PF13905.12|Thioredoxin_8	PFAM:PF00578.27, PFAM:PF08534.16, PFAM:PF13905.12
contig_22	56214	56528	+	LGJFBO_03959	12.1	6.8		
contig_23	28277	28405	-	LGJFBO_03990	4.9	9.9		
contig_23	32051	32239	+	LGJFBO_03993	7.1	9.7		
contig_23	41025	41174	-	LGJFBO_04001	6.0	9.6		
contig_23	47124	47489	-	LGJFBO_04008	13.8	6.2		
contig_23	47572	47805	+	LGJFBO_04009	9.6	9.4		
contig_23	48260	48550	-	LGJFBO_04011	10.6	5.9		
contig_24	10175	10387	-	LGJFBO_04046	7.8	10.3		
contig_24	17778	19037	-	LGJFBO_04053	45.9	8.5	PF13568.12|OMP_b-brl_2	PFAM:PF13568.12
contig_24	55591	55806	+	LGJFBO_04083	8.6	10.1		
contig_25	1	198	-	LGJFBO_04092	6.9	9.7		
contig_25	217	804	-	LGJFBO_04093	21.9	4.1		
contig_25	11426	11581	+	LGJFBO_04101	5.9	6.8		
contig_25	15641	15868	+	LGJFBO_04107	8.3	5.0		
contig_25	15865	16056	+	LGJFBO_04108	7.3	4.1		SO:0001217, UniRef:UniRef50_F7M0L1
contig_25	26249	26659	-	LGJFBO_04117	15.9	9.8	PF12728.13|HTH_17	PFAM:PF12728.13
contig_25	26894	27262	-	LGJFBO_04118	14.1	6.1		
contig_25	27275	27727	-	LGJFBO_04119	18.4	8.9		
contig_25	37419	37703	-	LGJFBO_04126	10.9	8.8		
contig_26	18894	21383	+	LGJFBO_04146	93.1	6.6	PF14498.12|Glyco_hyd_65N_2, PF21307.2|Glyco_hydro_95_C, PF22124.2|Glyco_hydro_95_cat	PFAM:PF14498.12, PFAM:PF21307.2, PFAM:PF22124.2, SO:0001217, UniRef:UniRef50_D3IEI9
contig_26	36542	37306	-	LGJFBO_04158	28.3	8.9		SO:0001217, UniRef:UniRef50_U6RB45
contig_26	48101	48478	+	LGJFBO_04164	14.3	5.4	PF07366.18|SnoaL, PF12680.13|SnoaL_2	PFAM:PF07366.18, PFAM:PF12680.13
contig_27	23	124	+	LGJFBO_04166	3.8	4.8		
contig_27	10224	11207	-	LGJFBO_04177	38.3	8.7		
contig_27	11209	12045	-	LGJFBO_04178	32.6	8.3	PF00535.33|Glycos_transf_2	PFAM:PF00535.33
contig_27	38777	39181	-	LGJFBO_04204	15.8	5.9		SO:0001217, UniRef:UniRef50_A0A449I3I3
contig_27	40772	40870	-	LGJFBO_04206	3.8	6.5		
contig_28	12849	13418	-	LGJFBO_04229	20.2	5.5	PF13505.12|OMP_b-brl, PF13568.12|OMP_b-brl_2	PFAM:PF13505.12, PFAM:PF13568.12
contig_28	19021	19425	-	LGJFBO_04233	15.1	4.1		
contig_29	4963	5151	-	LGJFBO_04259	7.5	7.9		
contig_29	24959	25723	-	LGJFBO_04272	27.4	4.9	PF14734.12|DUF4469, PF14848.11|HU-DNA_bdg	PFAM:PF14734.12, PFAM:PF14848.11, SO:0001217, UniRef:UniRef50_K5YL43
contig_29	29306	30958	+	LGJFBO_04275	61.9	5.3		
contig_29	38483	38770	+	LGJFBO_04281	11.2	9.5		
contig_29	39511	39621	+	LGJFBO_04283	4.1	10.3		
contig_30	3	152	+	LGJFBO_04284	5.9	10.4		
contig_30	20893	21069	-	LGJFBO_04299	6.7	9.2		
contig_30	36724	36921	+	LGJFBO_04308	7.1	8.8		
contig_31	55	693	-	LGJFBO_04313	24.4	9.6		SO:0001217, UniRef:UniRef50_E6SWB1
contig_31	16960	17385	+	LGJFBO_04326	15.6	6.0		SO:0001217, UniRef:UniRef50_Q64QC4
contig_32	61	384	+	LGJFBO_04337	11.7	4.7		
contig_32	537	1676	+	LGJFBO_04338	44.6	6.3	PF17170.10|DUF5128	PFAM:PF17170.10
contig_32	1673	2227	+	LGJFBO_04339	21.4	5.5		
contig_32	10603	11112	-	LGJFBO_04348	19.4	7.8	PF03938.19|OmpH	PFAM:PF03938.19
contig_32	18124	18534	+	LGJFBO_04354	14.9	9.8		
contig_32	21204	21437	+	LGJFBO_04360	9.0	9.6		
contig_32	21434	21679	+	LGJFBO_04361	9.3	4.3	PF22273.1|DUF6956	PFAM:PF22273.1
contig_32	22075	22320	-	LGJFBO_04363	9.6	10.3		
contig_32	29373	29723	-	LGJFBO_04373	13.8	9.0		
contig_33	2850	3719	+	LGJFBO_04376	32.5	6.0		
contig_33	14067	14339	+	LGJFBO_04384	9.4	9.8	PF00216.26|Bac_DNA_binding, PF18291.6|HU-HIG	PFAM:PF00216.26, PFAM:PF18291.6
contig_34	7512	8060	+	LGJFBO_04400	21.0	8.7		
contig_34	10026	10619	+	LGJFBO_04402	22.6	9.4		
contig_34	10627	10848	+	LGJFBO_04403	8.2	6.1	PF24737.1|DUF7688	PFAM:PF24737.1
contig_34	13498	13959	-	LGJFBO_04407	17.7	4.4		
contig_35	3512	3823	-	LGJFBO_04421	10.7	9.5		SO:0001217, UniRef:UniRef50_A0A401M1H3
contig_35	10753	10884	-	LGJFBO_04429	4.9	10.2		
contig_36	501	710	+	LGJFBO_04438	8.0	8.7		
contig_36	9797	9994	+	LGJFBO_04449	7.4	5.6		
contig_37	19079	19465	-	LGJFBO_04474	14.7	5.2		
contig_38	2642	2752	+	LGJFBO_04477	4.3	10.2		
contig_40	3	65	-	LGJFBO_04492	2.5	10.3		
contig_40	188	709	+	LGJFBO_04493	20.0	9.1		SO:0001217, UniRef:UniRef50_D6CX66
contig_40	6292	6471	-	LGJFBO_04500	7.3	10.0		
contig_41	2041	2823	+	LGJFBO_04509	29.4	4.6		SO:0001217, UniRef:UniRef50_A0AAP9NE27
contig_43	2067	2225	+	LGJFBO_04526	6.4	10.1		
contig_45	1010	1210	+	LGJFBO_04539	7.0	4.5		SO:0001217, UniRef:UniRef50_A0A415SFC0
contig_45	1177	1290	-	LGJFBO_04540	4.3	4.1		
contig_45	1877	2407	+	LGJFBO_04542	20.7	6.7		
contig_45	5038	5451	+	LGJFBO_04545	15.8	9.3	PF20240.3|DUF6597	PFAM:PF20240.3
contig_46	2	868	+	LGJFBO_04550	33.4	9.3		
contig_46	5213	5593	+	LGJFBO_04557	14.7	5.6		
contig_47	4725	4892	-	LGJFBO_04560	6.8	10.1		
contig_48	2271	2591	+	LGJFBO_04563	12.3	9.6		
contig_49	3	134	-	LGJFBO_04564	5.1	8.7		
contig_49	2364	2546	+	LGJFBO_04566	7.0	11.3		
contig_51	2289	2429	+	LGJFBO_04569	5.2	8.1		
contig_52	158	262	-	LGJFBO_04570	4.0	4.5		
contig_52	2000	2182	+	LGJFBO_04572	7.2	7.8		
contig_53	1593	1742	+	LGJFBO_04576	5.8	7.7		
contig_53	1850	387	+	LGJFBO_04577	27.6	6.4		
contig_55	1228	1392	-	LGJFBO_04580	6.4	9.0		
contig_56	2	130	-	LGJFBO_04581	4.9	9.3		
contig_56	574	876	+	LGJFBO_04582	11.6	9.2		
contig_56	774	1310	-	LGJFBO_04583	20.1	9.0		
contig_57	1012	1242	-	LGJFBO_04585	9.2	9.6		
contig_58	374	1201	+	LGJFBO_04587	31.7	5.2	PF17170.10|DUF5128	PFAM:PF17170.10
contig_62	2	538	+	LGJFBO_04591	20.0	9.1		
contig_62	694	795	+	LGJFBO_04592	3.9	8.3		
contig_63	2	64	-	LGJFBO_04593	2.5	6.1		
contig_65	2	373	+	LGJFBO_04596	14.5	6.8		
contig_66	2	256	-	LGJFBO_04597	10.0	6.7		
contig_67	117	383	+	LGJFBO_04598	10.1	5.8		
contig_68	1	327	+	LGJFBO_04599	11.6	9.7		
contig_73	2	208	+	LGJFBO_04601	7.4	6.5		
contig_74	3	86	-	LGJFBO_04602	3.3	9.3		
contig_74	99	230	-	LGJFBO_04603	5.2	9.1		
contig_75	3	215	-	LGJFBO_04604	8.1	4.7		
contig_77	1	162	-	LGJFBO_04605	6.5	10.5		
contig_79	3	74	-	LGJFBO_04608	3.0	11.7		
contig_80	67	174	+	LGJFBO_04609	4.2	4.1		
contig_81	1	171	+	LGJFBO_04610	6.5	8.2		
contig_82	2	169	+	LGJFBO_04611	6.0	9.2		
contig_83	2	169	+	LGJFBO_04612	6.0	9.2		
contig_84	1	168	-	LGJFBO_04613	6.4	10.8		
contig_86	1	165	+	LGJFBO_04614	6.3	9.2		
contig_87	1	165	+	LGJFBO_04615	6.1	8.1		
contig_88	3	158	+	LGJFBO_04616	6.2	8.3		
contig_89	3	158	+	LGJFBO_04617	6.1	6.3		
contig_90	3	134	-	LGJFBO_04618	4.8	7.9		
contig_91	3	143	-	LGJFBO_04619	5.4	10.1		
contig_92	1	141	+	LGJFBO_04620	5.2	8.8		
contig_94	1	138	+	LGJFBO_04622	5.0	5.4		
contig_95	3	137	-	LGJFBO_04623	5.2	6.4		
contig_96	31	135	-	LGJFBO_04624	3.9	10.7		
contig_97	2	127	+	LGJFBO_04625	5.0	9.7		
contig_98	1	126	-	LGJFBO_04626	5.0	6.2		
