locus_tag	ftype	length_bp	gene	EC_number	COG	product
LAGGGMOH_02575	gene	426				
LAGGGMOH_02575	CDS	426				hypothetical protein
LAGGGMOH_02576	gene	219				
LAGGGMOH_02576	CDS	219				hypothetical protein
LAGGGMOH_02577	gene	1749	poxB			
LAGGGMOH_02577	CDS	1749	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
LAGGGMOH_02578	gene	579	sgcG			
LAGGGMOH_02578	CDS	579	sgcG	1.3.8.16		2-amino-4-deoxychorismate dehydrogenase
LAGGGMOH_02579	gene	1284				
LAGGGMOH_02579	CDS	1284				hypothetical protein
LAGGGMOH_02580	gene	1158				
LAGGGMOH_02580	CDS	1158				hypothetical protein
LAGGGMOH_02581	gene	1638	groEL			
LAGGGMOH_02581	CDS	1638	groEL	5.6.1.7		Chaperonin GroEL
LAGGGMOH_02582	gene	273	groES			
LAGGGMOH_02582	CDS	273	groES		COG0234	Co-chaperonin GroES
LAGGGMOH_02583	gene	102				
LAGGGMOH_02583	CDS	102				hypothetical protein
LAGGGMOH_02584	gene	1200				
LAGGGMOH_02584	CDS	1200				hypothetical protein
LAGGGMOH_02585	gene	1134				
LAGGGMOH_02585	CDS	1134				hypothetical protein
LAGGGMOH_02586	gene	1176				
LAGGGMOH_02586	CDS	1176				hypothetical protein
LAGGGMOH_02587	gene	1083				
LAGGGMOH_02587	CDS	1083				hypothetical protein
LAGGGMOH_02588	gene	819				
LAGGGMOH_02588	CDS	819				hypothetical protein
LAGGGMOH_02589	gene	2037				
LAGGGMOH_02589	CDS	2037				hypothetical protein
LAGGGMOH_02590	gene	543				
LAGGGMOH_02590	CDS	543				hypothetical protein
LAGGGMOH_02591	gene	882				
LAGGGMOH_02591	CDS	882		2.7.4.-	COG2326	ADP-polyphosphate phosphotransferase
LAGGGMOH_02592	gene	162				
LAGGGMOH_02592	CDS	162				hypothetical protein
LAGGGMOH_02593	gene	579				
LAGGGMOH_02593	CDS	579				hypothetical protein
LAGGGMOH_02594	gene	474	sigV_1			
LAGGGMOH_02594	CDS	474	sigV_1		COG1595	RNA polymerase sigma factor SigV
LAGGGMOH_02595	gene	306				
LAGGGMOH_02595	CDS	306				hypothetical protein
LAGGGMOH_02596	gene	162				
LAGGGMOH_02596	CDS	162				hypothetical protein
LAGGGMOH_02597	gene	1020				
LAGGGMOH_02597	CDS	1020				hypothetical protein
LAGGGMOH_02598	gene	1152				
LAGGGMOH_02598	CDS	1152		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
LAGGGMOH_02599	gene	1578				
LAGGGMOH_02599	CDS	1578				hypothetical protein
LAGGGMOH_02600	gene	2184				
LAGGGMOH_02600	CDS	2184				hypothetical protein
LAGGGMOH_02601	gene	2538	tolB			
LAGGGMOH_02601	CDS	2538	tolB			Tol-Pal system protein TolB
LAGGGMOH_02602	gene	1365	hisS			
LAGGGMOH_02602	CDS	1365	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
LAGGGMOH_02603	gene	1389				
LAGGGMOH_02603	CDS	1389				hypothetical protein
LAGGGMOH_02604	gene	687				
LAGGGMOH_02604	CDS	687				hypothetical protein
LAGGGMOH_02605	gene	1305				
LAGGGMOH_02605	CDS	1305				hypothetical protein
LAGGGMOH_02606	gene	1272	purA			
LAGGGMOH_02606	CDS	1272	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
LAGGGMOH_02607	gene	489	fur			
LAGGGMOH_02607	CDS	489	fur		COG0735	Ferric uptake regulation protein
LAGGGMOH_02608	gene	1659	arnT_1			
LAGGGMOH_02608	CDS	1659	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
LAGGGMOH_02609	gene	663				
LAGGGMOH_02609	CDS	663				hypothetical protein
LAGGGMOH_02610	gene	2052				
LAGGGMOH_02610	CDS	2052				hypothetical protein
LAGGGMOH_02611	gene	465				
LAGGGMOH_02611	CDS	465				hypothetical protein
LAGGGMOH_02612	gene	1806	recQ_1			
LAGGGMOH_02612	CDS	1806	recQ_1	5.6.2.4	COG0514	ATP-dependent DNA helicase RecQ
LAGGGMOH_02613	gene	207				
LAGGGMOH_02613	CDS	207				hypothetical protein
LAGGGMOH_02614	gene	987	lapB_4			
LAGGGMOH_02614	CDS	987	lapB_4			Lipopolysaccharide assembly protein B
LAGGGMOH_02615	gene	951	cysK1_1			
LAGGGMOH_02615	CDS	951	cysK1_1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
LAGGGMOH_02616	gene	1839	mdoB			
LAGGGMOH_02616	CDS	1839	mdoB	2.7.8.20		Phosphoglycerol transferase I
LAGGGMOH_02617	gene	666				
LAGGGMOH_02617	CDS	666				hypothetical protein
LAGGGMOH_02618	gene	1620				
LAGGGMOH_02618	CDS	1620			COG0702	SusD-like protein P38
LAGGGMOH_02619	gene	3180	susC_13			
LAGGGMOH_02619	CDS	3180	susC_13		COG1629	TonB-dependent receptor SusC
LAGGGMOH_02620	gene	285				
LAGGGMOH_02620	CDS	285				hypothetical protein
LAGGGMOH_02621	gene	1011	lpsL			
LAGGGMOH_02621	CDS	1011	lpsL	5.1.3.6	COG0451	UDP-glucuronate 4-epimerase
LAGGGMOH_02622	gene	1554	arnT_2			
LAGGGMOH_02622	CDS	1554	arnT_2	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
LAGGGMOH_02623	gene	648				
LAGGGMOH_02623	CDS	648				hypothetical protein
LAGGGMOH_02624	gene	735	rgtE			
LAGGGMOH_02624	CDS	735	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
LAGGGMOH_02625	gene	1062	leuB			
LAGGGMOH_02625	CDS	1062	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
LAGGGMOH_02626	gene	1530	cimA			
LAGGGMOH_02626	CDS	1530	cimA	2.3.3.21		(R)-citramalate synthase CimA
LAGGGMOH_02627	gene	591	leuD1			
LAGGGMOH_02627	CDS	591	leuD1	4.2.1.33		3-isopropylmalate dehydratase small subunit 1
LAGGGMOH_02628	gene	1395	leuC			
LAGGGMOH_02628	CDS	1395	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
LAGGGMOH_02629	gene	1497	leuA			
LAGGGMOH_02629	CDS	1497	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
LAGGGMOH_02630	gene	273				
LAGGGMOH_02630	CDS	273				hypothetical protein
LAGGGMOH_02631	gene	106				
LAGGGMOH_02631	rRNA	106				5S ribosomal RNA
LAGGGMOH_02632	gene	2881				
LAGGGMOH_02632	rRNA	2881				23S ribosomal RNA
LAGGGMOH_02633	gene	77				
LAGGGMOH_02633	tRNA	77				tRNA-Ala(tgc)
LAGGGMOH_02634	gene	77				
LAGGGMOH_02634	tRNA	77				tRNA-Ile(gat)
LAGGGMOH_02635	gene	1525				
LAGGGMOH_02635	rRNA	1525				16S ribosomal RNA
LAGGGMOH_02636	gene	210				
LAGGGMOH_02636	CDS	210				hypothetical protein
LAGGGMOH_02637	gene	513				
LAGGGMOH_02637	CDS	513				hypothetical protein
LAGGGMOH_02638	gene	1779	sppA			
LAGGGMOH_02638	CDS	1779	sppA	3.4.21.-	COG0616	Protease 4
LAGGGMOH_02639	gene	1131	lpxK			
LAGGGMOH_02639	CDS	1131	lpxK	2.7.1.130		Tetraacyldisaccharide 4'-kinase
LAGGGMOH_02640	gene	810	punA			
LAGGGMOH_02640	CDS	810	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
LAGGGMOH_02641	gene	1035	thiL			
LAGGGMOH_02641	CDS	1035	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
LAGGGMOH_02642	gene	74				
LAGGGMOH_02642	tRNA	74				tRNA-Phe(gaa)
LAGGGMOH_02643	gene	1236	xerC_21			
LAGGGMOH_02643	CDS	1236	xerC_21			Tyrosine recombinase XerC
LAGGGMOH_02644	gene	375				
LAGGGMOH_02644	CDS	375				hypothetical protein
LAGGGMOH_02645	gene	306				
LAGGGMOH_02645	CDS	306				hypothetical protein
LAGGGMOH_02646	gene	312				
LAGGGMOH_02646	CDS	312				hypothetical protein
LAGGGMOH_02647	gene	198				
LAGGGMOH_02647	CDS	198				hypothetical protein
LAGGGMOH_02648	gene	474				
LAGGGMOH_02648	CDS	474				hypothetical protein
LAGGGMOH_02649	gene	423				
LAGGGMOH_02649	CDS	423				hypothetical protein
LAGGGMOH_02650	gene	756	lytR_1			
LAGGGMOH_02650	CDS	756	lytR_1		COG3279	Transcriptional regulatory protein LytR
LAGGGMOH_02651	gene	1086				
LAGGGMOH_02651	CDS	1086				hypothetical protein
LAGGGMOH_02652	gene	540				
LAGGGMOH_02652	CDS	540				hypothetical protein
LAGGGMOH_02653	gene	1122	bepF_3			
LAGGGMOH_02653	CDS	1122	bepF_3			Efflux pump periplasmic linker BepF
LAGGGMOH_02654	gene	3114	bepE_3			
LAGGGMOH_02654	CDS	3114	bepE_3			Efflux pump membrane transporter BepE
LAGGGMOH_02655	gene	1359	cusC_1			
LAGGGMOH_02655	CDS	1359	cusC_1		COG1538	Cation efflux system protein CusC
LAGGGMOH_02656	gene	1032				
LAGGGMOH_02656	CDS	1032				hypothetical protein
LAGGGMOH_02657	gene	1713				
LAGGGMOH_02657	CDS	1713				hypothetical protein
LAGGGMOH_02658	gene	1086				
LAGGGMOH_02658	CDS	1086				ISL3 family transposase ISAcma23
LAGGGMOH_02659	gene	1419	rcsC_22			
LAGGGMOH_02659	CDS	1419	rcsC_22	2.7.13.3		Sensor histidine kinase RcsC
LAGGGMOH_02660	gene	1305	atoC_3			
LAGGGMOH_02660	CDS	1305	atoC_3		COG2204	Regulatory protein AtoC
LAGGGMOH_02661	gene	174				
LAGGGMOH_02661	CDS	174				hypothetical protein
LAGGGMOH_02662	gene	543				
LAGGGMOH_02662	CDS	543				hypothetical protein
LAGGGMOH_02663	gene	981				
LAGGGMOH_02663	CDS	981				hypothetical protein
LAGGGMOH_02664	gene	408				
LAGGGMOH_02664	CDS	408				hypothetical protein
LAGGGMOH_02665	gene	1377				
LAGGGMOH_02665	CDS	1377				hypothetical protein
LAGGGMOH_02666	gene	591				
LAGGGMOH_02666	CDS	591				hypothetical protein
LAGGGMOH_02667	gene	852				
LAGGGMOH_02667	CDS	852				hypothetical protein
LAGGGMOH_02668	gene	999				
LAGGGMOH_02668	CDS	999				hypothetical protein
LAGGGMOH_02669	gene	1218	xerC_22			
LAGGGMOH_02669	CDS	1218	xerC_22			Tyrosine recombinase XerC
LAGGGMOH_02670	gene	972				
LAGGGMOH_02670	CDS	972				hypothetical protein
LAGGGMOH_02671	gene	282				
LAGGGMOH_02671	CDS	282				hypothetical protein
LAGGGMOH_02672	gene	288				
LAGGGMOH_02672	CDS	288				hypothetical protein
LAGGGMOH_02673	gene	309				
LAGGGMOH_02673	CDS	309				hypothetical protein
LAGGGMOH_02674	gene	1233				
LAGGGMOH_02674	CDS	1233				hypothetical protein
LAGGGMOH_02675	gene	981				
LAGGGMOH_02675	CDS	981				hypothetical protein
LAGGGMOH_02676	gene	384				
LAGGGMOH_02676	CDS	384				hypothetical protein
LAGGGMOH_02677	gene	924				
LAGGGMOH_02677	CDS	924				hypothetical protein
LAGGGMOH_02678	gene	726				
LAGGGMOH_02678	CDS	726				hypothetical protein
LAGGGMOH_02679	gene	333				
LAGGGMOH_02679	CDS	333				hypothetical protein
LAGGGMOH_02680	gene	411				
LAGGGMOH_02680	CDS	411				hypothetical protein
LAGGGMOH_02681	gene	240				
LAGGGMOH_02681	CDS	240				hypothetical protein
LAGGGMOH_02682	gene	591	trtA			
LAGGGMOH_02682	CDS	591	trtA	3.5.1.-		Triuret hydrolase TrtA
LAGGGMOH_02683	gene	336	hxlR_2			
LAGGGMOH_02683	CDS	336	hxlR_2		COG1733	HTH-type transcriptional activator HxlR
LAGGGMOH_02684	gene	1404				
LAGGGMOH_02684	CDS	1404				hypothetical protein
LAGGGMOH_02685	gene	354				
LAGGGMOH_02685	CDS	354				hypothetical protein
LAGGGMOH_02686	gene	633				
LAGGGMOH_02686	CDS	633				hypothetical protein
LAGGGMOH_02687	gene	537	rimL			
LAGGGMOH_02687	CDS	537	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
LAGGGMOH_02688	gene	1290	mdtK_3			
LAGGGMOH_02688	CDS	1290	mdtK_3			Multidrug resistance protein MdtK
LAGGGMOH_02689	gene	327				
LAGGGMOH_02689	CDS	327				hypothetical protein
LAGGGMOH_02690	gene	210				
LAGGGMOH_02690	CDS	210				hypothetical protein
LAGGGMOH_02691	gene	858				
LAGGGMOH_02691	CDS	858				putative HTH-type transcriptional regulator
LAGGGMOH_02692	gene	885	bacC			
LAGGGMOH_02692	CDS	885	bacC	1.1.1.385	COG1028	Dihydroanticapsin 7-dehydrogenase
LAGGGMOH_02693	gene	75				
LAGGGMOH_02693	tRNA	75				tRNA-Thr(tgt)
LAGGGMOH_02694	gene	648				
LAGGGMOH_02694	CDS	648				hypothetical protein
LAGGGMOH_02695	gene	954	arnC_2			
LAGGGMOH_02695	CDS	954	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LAGGGMOH_02696	gene	528				
LAGGGMOH_02696	CDS	528				hypothetical protein
LAGGGMOH_02697	gene	753				
LAGGGMOH_02697	CDS	753				hypothetical protein
LAGGGMOH_02698	gene	585	mntP			
LAGGGMOH_02698	CDS	585	mntP		COG1971	putative manganese efflux pump MntP
LAGGGMOH_02699	gene	1017	apbE_2			
LAGGGMOH_02699	CDS	1017	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
LAGGGMOH_02700	gene	369				
LAGGGMOH_02700	CDS	369				hypothetical protein
LAGGGMOH_02701	gene	750	ttcA			
LAGGGMOH_02701	CDS	750	ttcA	2.8.1.-		tRNA-cytidine(32) 2-sulfurtransferase
LAGGGMOH_02702	gene	1428				
LAGGGMOH_02702	CDS	1428				hypothetical protein
LAGGGMOH_02703	gene	471				
LAGGGMOH_02703	CDS	471				hypothetical protein
LAGGGMOH_02704	gene	1002	floA			
LAGGGMOH_02704	CDS	1002	floA		COG4864	Flotillin-like protein FloA
LAGGGMOH_02705	gene	879	deoD			
LAGGGMOH_02705	CDS	879	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
LAGGGMOH_02706	gene	498	polC			
LAGGGMOH_02706	CDS	498	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
LAGGGMOH_02707	gene	651				
LAGGGMOH_02707	CDS	651				hypothetical protein
LAGGGMOH_02708	gene	1920	rcsC_23			
LAGGGMOH_02708	CDS	1920	rcsC_23	2.7.13.3		Sensor histidine kinase RcsC
LAGGGMOH_02709	gene	96				
LAGGGMOH_02709	CDS	96				hypothetical protein
LAGGGMOH_02710	gene	1398	mnmE_1			
LAGGGMOH_02710	CDS	1398	mnmE_1	3.6.-.-	COG0486	tRNA modification GTPase MnmE
LAGGGMOH_02711	gene	876				
LAGGGMOH_02711	CDS	876				hypothetical protein
LAGGGMOH_02712	gene	1116	xerC_23			
LAGGGMOH_02712	CDS	1116	xerC_23			Tyrosine recombinase XerC
LAGGGMOH_02713	gene	717				
LAGGGMOH_02713	CDS	717				hypothetical protein
LAGGGMOH_02714	gene	375				
LAGGGMOH_02714	CDS	375				hypothetical protein
LAGGGMOH_02715	gene	1071				
LAGGGMOH_02715	CDS	1071				hypothetical protein
LAGGGMOH_02716	gene	300				
LAGGGMOH_02716	CDS	300				hypothetical protein
LAGGGMOH_02717	gene	1209				
LAGGGMOH_02717	CDS	1209				hypothetical protein
LAGGGMOH_02718	gene	528				
LAGGGMOH_02718	CDS	528				hypothetical protein
LAGGGMOH_02719	gene	567				
LAGGGMOH_02719	CDS	567				hypothetical protein
LAGGGMOH_02720	gene	2157				
LAGGGMOH_02720	CDS	2157				hypothetical protein
LAGGGMOH_02721	gene	4098				
LAGGGMOH_02721	CDS	4098				hypothetical protein
LAGGGMOH_02722	gene	2427				
LAGGGMOH_02722	CDS	2427				hypothetical protein
LAGGGMOH_02723	gene	1752				
LAGGGMOH_02723	CDS	1752				hypothetical protein
LAGGGMOH_02724	gene	1404				
LAGGGMOH_02724	CDS	1404				hypothetical protein
LAGGGMOH_02725	gene	1560				
LAGGGMOH_02725	CDS	1560				hypothetical protein
LAGGGMOH_02726	gene	213				
LAGGGMOH_02726	CDS	213				hypothetical protein
LAGGGMOH_02727	gene	249				
LAGGGMOH_02727	CDS	249				hypothetical protein
LAGGGMOH_02728	gene	297				
LAGGGMOH_02728	CDS	297				hypothetical protein
LAGGGMOH_02729	gene	228	ymdB			
LAGGGMOH_02729	CDS	228	ymdB	3.1.1.106		O-acetyl-ADP-ribose deacetylase
LAGGGMOH_02730	gene	1719				
LAGGGMOH_02730	CDS	1719				hypothetical protein
LAGGGMOH_02731	gene	1746				
LAGGGMOH_02731	CDS	1746				hypothetical protein
LAGGGMOH_02732	gene	1527				
LAGGGMOH_02732	CDS	1527				hypothetical protein
LAGGGMOH_02733	gene	3528				
LAGGGMOH_02733	CDS	3528				hypothetical protein
LAGGGMOH_02734	gene	975				
LAGGGMOH_02734	CDS	975				hypothetical protein
LAGGGMOH_02735	gene	948				
LAGGGMOH_02735	CDS	948				hypothetical protein
LAGGGMOH_02736	gene	420				
LAGGGMOH_02736	CDS	420				hypothetical protein
LAGGGMOH_02737	gene	1299				
LAGGGMOH_02737	CDS	1299				hypothetical protein
LAGGGMOH_02738	gene	780	hdhA			
LAGGGMOH_02738	CDS	780	hdhA	1.1.1.159	COG1028	7alpha-hydroxysteroid dehydrogenase
LAGGGMOH_02739	gene	603				
LAGGGMOH_02739	CDS	603				hypothetical protein
LAGGGMOH_02740	gene	108				
LAGGGMOH_02740	CDS	108				hypothetical protein
LAGGGMOH_02741	gene	978				
LAGGGMOH_02741	CDS	978				Putative NAD(P)H nitroreductase
LAGGGMOH_02742	gene	1167	pncB			
LAGGGMOH_02742	CDS	1167	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
LAGGGMOH_02743	gene	1212	resA_8			
LAGGGMOH_02743	CDS	1212	resA_8			Thiol-disulfide oxidoreductase ResA
LAGGGMOH_02744	gene	2259	kefB_4			
LAGGGMOH_02744	CDS	2259	kefB_4			Glutathione-regulated potassium-efflux system protein KefB
LAGGGMOH_02745	gene	1515	cfiB_2			
LAGGGMOH_02745	CDS	1515	cfiB_2	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
LAGGGMOH_02746	gene	501				
LAGGGMOH_02746	CDS	501				hypothetical protein
LAGGGMOH_02747	gene	1536	mmdA			
LAGGGMOH_02747	CDS	1536	mmdA	7.2.4.3		Methylmalonyl-CoA decarboxylase subunit alpha
LAGGGMOH_02748	gene	885	exsA			
LAGGGMOH_02748	CDS	885	exsA			HTH-type transcriptional regulator ExsA
LAGGGMOH_02749	gene	915				
LAGGGMOH_02749	CDS	915				hypothetical protein
LAGGGMOH_02750	gene	672				
LAGGGMOH_02750	CDS	672				hypothetical protein
LAGGGMOH_02751	gene	1614				
LAGGGMOH_02751	CDS	1614				hypothetical protein
LAGGGMOH_02752	gene	1632	rcsC_24			
LAGGGMOH_02752	CDS	1632	rcsC_24	2.7.13.3		Sensor histidine kinase RcsC
LAGGGMOH_02753	gene	900	rhaS_5			
LAGGGMOH_02753	CDS	900	rhaS_5			HTH-type transcriptional activator RhaS
LAGGGMOH_02754	gene	1494	guaB_1			
LAGGGMOH_02754	CDS	1494	guaB_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
LAGGGMOH_02755	gene	234				
LAGGGMOH_02755	CDS	234				hypothetical protein
LAGGGMOH_02756	gene	852				
LAGGGMOH_02756	CDS	852				hypothetical protein
LAGGGMOH_02757	gene	1110	mdtE_1			
LAGGGMOH_02757	CDS	1110	mdtE_1		COG0845	Multidrug resistance protein MdtE
LAGGGMOH_02758	gene	3210	bepE_4			
LAGGGMOH_02758	CDS	3210	bepE_4			Efflux pump membrane transporter BepE
LAGGGMOH_02759	gene	1374	cusC_2			
LAGGGMOH_02759	CDS	1374	cusC_2		COG1538	Cation efflux system protein CusC
LAGGGMOH_02760	gene	2211	rcsC_25			
LAGGGMOH_02760	CDS	2211	rcsC_25	2.7.13.3		Sensor histidine kinase RcsC
LAGGGMOH_02761	gene	270				
LAGGGMOH_02761	CDS	270				hypothetical protein
LAGGGMOH_02762	gene	813				
LAGGGMOH_02762	CDS	813				hypothetical protein
LAGGGMOH_02763	gene	201				
LAGGGMOH_02763	CDS	201				hypothetical protein
LAGGGMOH_02764	gene	1113				
LAGGGMOH_02764	CDS	1113				hypothetical protein
LAGGGMOH_02765	gene	1281				
LAGGGMOH_02765	CDS	1281		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
LAGGGMOH_02766	gene	1113				
LAGGGMOH_02766	CDS	1113				hypothetical protein
LAGGGMOH_02767	gene	957				
LAGGGMOH_02767	CDS	957				hypothetical protein
LAGGGMOH_02768	gene	1056				
LAGGGMOH_02768	CDS	1056				hypothetical protein
LAGGGMOH_02769	gene	258				
LAGGGMOH_02769	CDS	258				hypothetical protein
LAGGGMOH_02770	gene	276				
LAGGGMOH_02770	CDS	276				hypothetical protein
LAGGGMOH_02771	gene	414				
LAGGGMOH_02771	CDS	414				hypothetical protein
LAGGGMOH_02772	gene	204				
LAGGGMOH_02772	CDS	204				hypothetical protein
LAGGGMOH_02773	gene	447				
LAGGGMOH_02773	CDS	447				hypothetical protein
LAGGGMOH_02774	gene	633	vat			
LAGGGMOH_02774	CDS	633	vat	2.3.1.-		Virginiamycin A acetyltransferase
LAGGGMOH_02775	gene	105				
LAGGGMOH_02775	CDS	105				hypothetical protein
LAGGGMOH_02776	gene	963				
LAGGGMOH_02776	CDS	963				IS982 family transposase IS1187
LAGGGMOH_02777	gene	750	ccrA			
LAGGGMOH_02777	CDS	750	ccrA	3.5.2.6		Metallo-beta-lactamase type 2
LAGGGMOH_02778	gene	327	gdx			
LAGGGMOH_02778	CDS	327	gdx		COG2076	Guanidinium exporter
LAGGGMOH_02779	gene	687				
LAGGGMOH_02779	CDS	687		3.1.3.3		Phosphoserine phosphatase
LAGGGMOH_02780	gene	885	rlmJ			
LAGGGMOH_02780	CDS	885	rlmJ	2.1.1.266		Ribosomal RNA large subunit methyltransferase J
LAGGGMOH_02781	gene	876				
LAGGGMOH_02781	CDS	876				hypothetical protein
LAGGGMOH_02782	gene	825				
LAGGGMOH_02782	CDS	825				hypothetical protein
LAGGGMOH_02783	gene	783				
LAGGGMOH_02783	CDS	783				hypothetical protein
LAGGGMOH_02784	gene	1647				
LAGGGMOH_02784	CDS	1647				hypothetical protein
LAGGGMOH_02785	gene	1509				
LAGGGMOH_02785	CDS	1509				hypothetical protein
LAGGGMOH_02786	gene	3735	mdtC_2			
LAGGGMOH_02786	CDS	3735	mdtC_2			Multidrug resistance protein MdtC
LAGGGMOH_02787	gene	426				
LAGGGMOH_02787	CDS	426				hypothetical protein
LAGGGMOH_02788	gene	978				
LAGGGMOH_02788	CDS	978				hypothetical protein
LAGGGMOH_02789	gene	900				
LAGGGMOH_02789	CDS	900				hypothetical protein
LAGGGMOH_02790	gene	5874	recD2_3			
LAGGGMOH_02790	CDS	5874	recD2_3	5.6.2.3		ATP-dependent RecD2 DNA helicase
LAGGGMOH_02791	gene	372				
LAGGGMOH_02791	CDS	372				hypothetical protein
LAGGGMOH_02792	gene	666	sapB			
LAGGGMOH_02792	CDS	666	sapB		COG1285	Protein SapB
LAGGGMOH_02793	gene	816				
LAGGGMOH_02793	CDS	816				hypothetical protein
LAGGGMOH_02794	gene	1266				
LAGGGMOH_02794	CDS	1266				hypothetical protein
LAGGGMOH_02795	gene	900				
LAGGGMOH_02795	CDS	900				hypothetical protein
LAGGGMOH_02796	gene	1089	msrAB			
LAGGGMOH_02796	CDS	1089	msrAB		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB
LAGGGMOH_02797	gene	177				
LAGGGMOH_02797	CDS	177				hypothetical protein
LAGGGMOH_02798	gene	642				
LAGGGMOH_02798	CDS	642				hypothetical protein
LAGGGMOH_02799	gene	1380	alsT			
LAGGGMOH_02799	CDS	1380	alsT		COG1115	Amino-acid carrier protein AlsT
LAGGGMOH_02800	gene	639				
LAGGGMOH_02800	CDS	639				hypothetical protein
LAGGGMOH_02801	gene	1713				
LAGGGMOH_02801	CDS	1713				hypothetical protein
LAGGGMOH_02802	gene	2100				
LAGGGMOH_02802	CDS	2100				hypothetical protein
LAGGGMOH_02803	gene	1326	xanP			
LAGGGMOH_02803	CDS	1326	xanP		COG2233	Xanthine permease XanP
LAGGGMOH_02804	gene	708				
LAGGGMOH_02804	CDS	708				hypothetical protein
LAGGGMOH_02805	gene	591				
LAGGGMOH_02805	CDS	591				hypothetical protein
LAGGGMOH_02806	gene	354	mgsR			
LAGGGMOH_02806	CDS	354	mgsR		COG1393	Regulatory protein MgsR
LAGGGMOH_02807	gene	74				
LAGGGMOH_02807	tRNA	74				tRNA-Trp(cca)
LAGGGMOH_02808	gene	1167				
LAGGGMOH_02808	CDS	1167				hypothetical protein
LAGGGMOH_02809	gene	516				
LAGGGMOH_02809	CDS	516				hypothetical protein
LAGGGMOH_02810	gene	1827				
LAGGGMOH_02810	CDS	1827				hypothetical protein
LAGGGMOH_02811	gene	315				
LAGGGMOH_02811	CDS	315				hypothetical protein
LAGGGMOH_02812	gene	924	pdxK			
LAGGGMOH_02812	CDS	924	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
LAGGGMOH_02813	gene	579	lutC			
LAGGGMOH_02813	CDS	579	lutC			Lactate utilization protein C
LAGGGMOH_02814	gene	1386	lutB			
LAGGGMOH_02814	CDS	1386	lutB		COG1139	Lactate utilization protein B
LAGGGMOH_02815	gene	741	lutA			
LAGGGMOH_02815	CDS	741	lutA		COG0247	Lactate utilization protein A
LAGGGMOH_02816	gene	546	queE_2			
LAGGGMOH_02816	CDS	546	queE_2	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
LAGGGMOH_02817	gene	333	queD			
LAGGGMOH_02817	CDS	333	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
LAGGGMOH_02818	gene	363	ybaN			
LAGGGMOH_02818	CDS	363	ybaN		COG2832	Inner membrane protein YbaN
LAGGGMOH_02819	gene	567	mtnN			
LAGGGMOH_02819	CDS	567	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
LAGGGMOH_02820	gene	1170	wecH_2			
LAGGGMOH_02820	CDS	1170	wecH_2	2.3.1.-		O-acetyltransferase WecH
LAGGGMOH_02821	gene	483				
LAGGGMOH_02821	CDS	483				hypothetical protein
LAGGGMOH_02822	gene	756	cutC			
LAGGGMOH_02822	CDS	756	cutC			PF03932 family protein CutC
LAGGGMOH_02823	gene	1536	rny_1			
LAGGGMOH_02823	CDS	1536	rny_1	3.1.-.-	COG1418	Ribonuclease Y
LAGGGMOH_02824	gene	294				
LAGGGMOH_02824	CDS	294				hypothetical protein
LAGGGMOH_02825	gene	396				
LAGGGMOH_02825	CDS	396				hypothetical protein
LAGGGMOH_02826	gene	2289	maeB			
LAGGGMOH_02826	CDS	2289	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
LAGGGMOH_02827	gene	177				
LAGGGMOH_02827	CDS	177				hypothetical protein
LAGGGMOH_02828	gene	1335	gdhA			
LAGGGMOH_02828	CDS	1335	gdhA	1.4.1.3		NAD(P)-specific glutamate dehydrogenase
LAGGGMOH_02829	gene	537				
LAGGGMOH_02829	CDS	537				hypothetical protein
