locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFOHMJLD_02486	gene	870				
IFOHMJLD_02486	CDS	870				hypothetical protein
IFOHMJLD_02487	gene	2649	gyrA_2			
IFOHMJLD_02487	CDS	2649	gyrA_2	5.6.2.2		DNA gyrase subunit A
IFOHMJLD_02488	gene	1542	glyQS			
IFOHMJLD_02488	CDS	1542	glyQS	6.1.1.14		Glycine--tRNA ligase
IFOHMJLD_02489	gene	582				
IFOHMJLD_02489	CDS	582				hypothetical protein
IFOHMJLD_02490	gene	882				
IFOHMJLD_02490	CDS	882				hypothetical protein
IFOHMJLD_02491	gene	381				
IFOHMJLD_02491	CDS	381				hypothetical protein
IFOHMJLD_02492	gene	1698				
IFOHMJLD_02492	CDS	1698				hypothetical protein
IFOHMJLD_02493	gene	504				
IFOHMJLD_02493	CDS	504				hypothetical protein
IFOHMJLD_02494	gene	588	nrfH			
IFOHMJLD_02494	CDS	588	nrfH		COG3005	Cytochrome c-type protein NrfH
IFOHMJLD_02495	gene	1482	nrfA			
IFOHMJLD_02495	CDS	1482	nrfA	1.7.2.2	COG3303	Cytochrome c-552
IFOHMJLD_02496	gene	1242				
IFOHMJLD_02496	CDS	1242				hypothetical protein
IFOHMJLD_02497	gene	792	ccsA_2			
IFOHMJLD_02497	CDS	792	ccsA_2			Cytochrome c biogenesis protein CcsA
IFOHMJLD_02498	gene	1266				
IFOHMJLD_02498	CDS	1266				hypothetical protein
IFOHMJLD_02499	gene	687				
IFOHMJLD_02499	CDS	687				hypothetical protein
IFOHMJLD_02500	gene	1923	yfeW_1			
IFOHMJLD_02500	CDS	1923	yfeW_1	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
IFOHMJLD_02501	gene	846	murQ			
IFOHMJLD_02501	CDS	846	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
IFOHMJLD_02502	gene	837				
IFOHMJLD_02502	CDS	837				hypothetical protein
IFOHMJLD_02503	gene	1164				
IFOHMJLD_02503	CDS	1164				hypothetical protein
IFOHMJLD_02504	gene	2862				
IFOHMJLD_02504	CDS	2862				hypothetical protein
IFOHMJLD_02505	gene	1275	namZ_1			
IFOHMJLD_02505	CDS	1275	namZ_1	3.2.1.92	COG3876	Peptidoglycan beta-N-acetylmuramidase NamZ
IFOHMJLD_02506	gene	1299	ampG_1			
IFOHMJLD_02506	CDS	1299	ampG_1		COG2223	Anhydromuropeptide permease
IFOHMJLD_02507	gene	1314	lytB			
IFOHMJLD_02507	CDS	1314	lytB		COG2247	Amidase enhancer
IFOHMJLD_02508	gene	933				
IFOHMJLD_02508	CDS	933				hypothetical protein
IFOHMJLD_02509	gene	1467				
IFOHMJLD_02509	CDS	1467				hypothetical protein
IFOHMJLD_02510	gene	1872	bamB_2			
IFOHMJLD_02510	CDS	1872	bamB_2			Outer membrane protein assembly factor BamB
IFOHMJLD_02511	gene	3051				
IFOHMJLD_02511	CDS	3051				hypothetical protein
IFOHMJLD_02512	gene	1449	siaT			
IFOHMJLD_02512	CDS	1449	siaT		COG0591	Sodium/sialic acid symporter SiaT
IFOHMJLD_02513	gene	1170	namZ_2			
IFOHMJLD_02513	CDS	1170	namZ_2	3.2.1.92	COG3876	Peptidoglycan beta-N-acetylmuramidase NamZ
IFOHMJLD_02514	gene	888				
IFOHMJLD_02514	CDS	888				hypothetical protein
IFOHMJLD_02515	gene	3483	susC_9			
IFOHMJLD_02515	CDS	3483	susC_9		COG1629	TonB-dependent receptor SusC
IFOHMJLD_02516	gene	1860				
IFOHMJLD_02516	CDS	1860			COG0702	SusD-like protein P2
IFOHMJLD_02517	gene	1011	asd			
IFOHMJLD_02517	CDS	1011	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
IFOHMJLD_02518	gene	2136	kefB_2			
IFOHMJLD_02518	CDS	2136	kefB_2			Glutathione-regulated potassium-efflux system protein KefB
IFOHMJLD_02519	gene	729	tcdA			
IFOHMJLD_02519	CDS	729	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
IFOHMJLD_02520	gene	651	lolD			
IFOHMJLD_02520	CDS	651	lolD	7.6.2.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
IFOHMJLD_02521	gene	903				
IFOHMJLD_02521	CDS	903				hypothetical protein
IFOHMJLD_02522	gene	1368				
IFOHMJLD_02522	CDS	1368				hypothetical protein
IFOHMJLD_02523	gene	393				
IFOHMJLD_02523	CDS	393				hypothetical protein
IFOHMJLD_02524	gene	1299	murF			
IFOHMJLD_02524	CDS	1299	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
IFOHMJLD_02525	gene	1236				
IFOHMJLD_02525	CDS	1236				hypothetical protein
IFOHMJLD_02526	gene	1443	gadB			
IFOHMJLD_02526	CDS	1443	gadB	4.1.1.15	COG0076	Glutamate decarboxylase
IFOHMJLD_02527	gene	966	glsA1			
IFOHMJLD_02527	CDS	966	glsA1	3.5.1.2	COG2066	Glutaminase 1
IFOHMJLD_02528	gene	2079	rcsC_18			
IFOHMJLD_02528	CDS	2079	rcsC_18	2.7.13.3		Sensor histidine kinase RcsC
IFOHMJLD_02529	gene	861	folP			
IFOHMJLD_02529	CDS	861	folP	2.5.1.15	COG0294	Dihydropteroate synthase
IFOHMJLD_02530	gene	765	cdaA			
IFOHMJLD_02530	CDS	765	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
IFOHMJLD_02531	gene	228				
IFOHMJLD_02531	CDS	228				hypothetical protein
IFOHMJLD_02532	gene	1071				
IFOHMJLD_02532	CDS	1071				hypothetical protein
IFOHMJLD_02533	gene	228				
IFOHMJLD_02533	CDS	228				hypothetical protein
IFOHMJLD_02534	gene	1059				
IFOHMJLD_02534	CDS	1059				hypothetical protein
IFOHMJLD_02535	gene	438				
IFOHMJLD_02535	CDS	438				hypothetical protein
IFOHMJLD_02536	gene	474				
IFOHMJLD_02536	CDS	474				hypothetical protein
IFOHMJLD_02537	gene	399				
IFOHMJLD_02537	CDS	399				hypothetical protein
IFOHMJLD_02538	gene	228				
IFOHMJLD_02538	CDS	228				hypothetical protein
IFOHMJLD_02539	gene	888				
IFOHMJLD_02539	CDS	888				hypothetical protein
IFOHMJLD_02540	gene	480				
IFOHMJLD_02540	CDS	480				hypothetical protein
IFOHMJLD_02541	gene	303				
IFOHMJLD_02541	CDS	303				hypothetical protein
IFOHMJLD_02542	gene	1146				
IFOHMJLD_02542	CDS	1146				hypothetical protein
IFOHMJLD_02543	gene	273				
IFOHMJLD_02543	CDS	273				hypothetical protein
IFOHMJLD_02544	gene	1179				
IFOHMJLD_02544	CDS	1179				hypothetical protein
IFOHMJLD_02545	gene	888				
IFOHMJLD_02545	CDS	888				hypothetical protein
IFOHMJLD_02546	gene	1167				
IFOHMJLD_02546	CDS	1167				hypothetical protein
IFOHMJLD_02547	gene	432				
IFOHMJLD_02547	CDS	432				hypothetical protein
IFOHMJLD_02548	gene	1101				
IFOHMJLD_02548	CDS	1101				hypothetical protein
IFOHMJLD_02549	gene	1122				
IFOHMJLD_02549	CDS	1122				hypothetical protein
IFOHMJLD_02550	gene	1914				
IFOHMJLD_02550	CDS	1914				hypothetical protein
IFOHMJLD_02551	gene	1095				
IFOHMJLD_02551	CDS	1095				hypothetical protein
IFOHMJLD_02552	gene	1017				
IFOHMJLD_02552	CDS	1017				hypothetical protein
IFOHMJLD_02553	gene	918				
IFOHMJLD_02553	CDS	918				hypothetical protein
IFOHMJLD_02554	gene	696	yohK			
IFOHMJLD_02554	CDS	696	yohK		COG1346	Inner membrane protein YohK
IFOHMJLD_02555	gene	339				
IFOHMJLD_02555	CDS	339				hypothetical protein
IFOHMJLD_02556	gene	141				
IFOHMJLD_02556	CDS	141				hypothetical protein
IFOHMJLD_02557	gene	684				
IFOHMJLD_02557	CDS	684				hypothetical protein
IFOHMJLD_02558	gene	798				
IFOHMJLD_02558	CDS	798				hypothetical protein
IFOHMJLD_02559	gene	1554				
IFOHMJLD_02559	CDS	1554				hypothetical protein
IFOHMJLD_02560	gene	1020	pta			
IFOHMJLD_02560	CDS	1020	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
IFOHMJLD_02561	gene	1197	ackA			
IFOHMJLD_02561	CDS	1197	ackA	2.7.2.1	COG0282	Acetate kinase
IFOHMJLD_02562	gene	1401	phoA			
IFOHMJLD_02562	CDS	1401	phoA	3.1.3.1	COG1785	Alkaline phosphatase 4
IFOHMJLD_02563	gene	312				
IFOHMJLD_02563	CDS	312			COG2151	Fe-S protein maturation auxiliary factor
IFOHMJLD_02564	gene	765				
IFOHMJLD_02564	CDS	765		3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
IFOHMJLD_02565	gene	696				
IFOHMJLD_02565	CDS	696				hypothetical protein
IFOHMJLD_02566	gene	990				
IFOHMJLD_02566	CDS	990				hypothetical protein
IFOHMJLD_02567	gene	567	efp			
IFOHMJLD_02567	CDS	567	efp		COG0231	Elongation factor P
IFOHMJLD_02568	gene	237	rpmH			
IFOHMJLD_02568	CDS	237	rpmH			Large ribosomal subunit protein bL34
IFOHMJLD_02569	gene	642				
IFOHMJLD_02569	CDS	642				hypothetical protein
IFOHMJLD_02570	gene	1074	rluD_1			
IFOHMJLD_02570	CDS	1074	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
IFOHMJLD_02571	gene	975	ddl			
IFOHMJLD_02571	CDS	975	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
IFOHMJLD_02572	gene	1149				
IFOHMJLD_02572	CDS	1149				hypothetical protein
IFOHMJLD_02573	gene	681				
IFOHMJLD_02573	CDS	681				hypothetical protein
IFOHMJLD_02574	gene	996				
IFOHMJLD_02574	CDS	996				hypothetical protein
IFOHMJLD_02575	gene	570				
IFOHMJLD_02575	CDS	570				hypothetical protein
IFOHMJLD_02576	gene	570	maa			
IFOHMJLD_02576	CDS	570	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
IFOHMJLD_02577	gene	1080				
IFOHMJLD_02577	CDS	1080				hypothetical protein
IFOHMJLD_02578	gene	336				
IFOHMJLD_02578	CDS	336				hypothetical protein
IFOHMJLD_02579	gene	498	paiA			
IFOHMJLD_02579	CDS	498	paiA	2.3.1.57	COG0456	Spermidine/spermine N(1)-acetyltransferase
IFOHMJLD_02580	gene	1659				
IFOHMJLD_02580	CDS	1659				Peptide transporter YePEPT
IFOHMJLD_02581	gene	480	ybaK			
IFOHMJLD_02581	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
IFOHMJLD_02582	gene	2829	uvrA_2			
IFOHMJLD_02582	CDS	2829	uvrA_2			UvrABC system protein A
IFOHMJLD_02583	gene	1770				
IFOHMJLD_02583	CDS	1770				hypothetical protein
IFOHMJLD_02584	gene	708				
IFOHMJLD_02584	CDS	708				hypothetical protein
IFOHMJLD_02585	gene	450				
IFOHMJLD_02585	CDS	450				hypothetical protein
IFOHMJLD_02586	gene	336				
IFOHMJLD_02586	CDS	336				hypothetical protein
IFOHMJLD_02587	gene	804	bamD			
IFOHMJLD_02587	CDS	804	bamD			Outer membrane protein assembly factor BamD
IFOHMJLD_02588	gene	426				
IFOHMJLD_02588	CDS	426				hypothetical protein
IFOHMJLD_02589	gene	1299				
IFOHMJLD_02589	CDS	1299		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
IFOHMJLD_02590	gene	2034	uvrB			
IFOHMJLD_02590	CDS	2034	uvrB		COG0556	UvrABC system protein B
IFOHMJLD_02591	gene	639				
IFOHMJLD_02591	CDS	639				hypothetical protein
IFOHMJLD_02592	gene	786				
IFOHMJLD_02592	CDS	786				hypothetical protein
IFOHMJLD_02593	gene	465				
IFOHMJLD_02593	CDS	465				hypothetical protein
IFOHMJLD_02594	gene	426				
IFOHMJLD_02594	CDS	426				Acid shock protein
IFOHMJLD_02595	gene	456				
IFOHMJLD_02595	CDS	456				hypothetical protein
IFOHMJLD_02596	gene	3072	rcsC_19			
IFOHMJLD_02596	CDS	3072	rcsC_19	2.7.13.3		Sensor histidine kinase RcsC
IFOHMJLD_02597	gene	1119	ybhR			
IFOHMJLD_02597	CDS	1119	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
IFOHMJLD_02598	gene	1101	ybhS			
IFOHMJLD_02598	CDS	1101	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
IFOHMJLD_02599	gene	1461	rbbA_2			
IFOHMJLD_02599	CDS	1461	rbbA_2		COG0842	Ribosome-associated ATPase
IFOHMJLD_02600	gene	897				
IFOHMJLD_02600	CDS	897				hypothetical protein
IFOHMJLD_02601	gene	1257				
IFOHMJLD_02601	CDS	1257				hypothetical protein
IFOHMJLD_02602	gene	1161				
IFOHMJLD_02602	CDS	1161				hypothetical protein
IFOHMJLD_02603	gene	888	rhaR_5			
IFOHMJLD_02603	CDS	888	rhaR_5			HTH-type transcriptional activator RhaR
IFOHMJLD_02604	gene	2157				
IFOHMJLD_02604	CDS	2157				hypothetical protein
IFOHMJLD_02605	gene	297				
IFOHMJLD_02605	CDS	297				hypothetical protein
IFOHMJLD_02606	gene	3231	pyrAB_1			
IFOHMJLD_02606	CDS	3231	pyrAB_1	6.3.4.16	COG0458	Carbamoyl phosphate synthase pyrimidine-specific large chain
IFOHMJLD_02607	gene	1131	pyrAA			
IFOHMJLD_02607	CDS	1131	pyrAA	6.3.5.5	COG0505	Carbamoyl phosphate synthase pyrimidine-specific small chain
IFOHMJLD_02608	gene	1884	purF_1			
IFOHMJLD_02608	CDS	1884	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
IFOHMJLD_02609	gene	411				
IFOHMJLD_02609	CDS	411				hypothetical protein
IFOHMJLD_02610	gene	4545	gltB			
IFOHMJLD_02610	CDS	4545	gltB	1.4.7.1	COG0067	Ferredoxin-dependent glutamate synthase 1
IFOHMJLD_02611	gene	1362	gltD			
IFOHMJLD_02611	CDS	1362	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
IFOHMJLD_02612	gene	1671	asnB			
IFOHMJLD_02612	CDS	1671	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
IFOHMJLD_02613	gene	759	UgpQ			
IFOHMJLD_02613	CDS	759	UgpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
IFOHMJLD_02614	gene	810	dapF			
IFOHMJLD_02614	CDS	810	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
IFOHMJLD_02615	gene	1233	dapL_3			
IFOHMJLD_02615	CDS	1233	dapL_3	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
IFOHMJLD_02616	gene	2190	glnA_3			
IFOHMJLD_02616	CDS	2190	glnA_3	6.3.1.2		Glutamine synthetase
IFOHMJLD_02617	gene	567				
IFOHMJLD_02617	CDS	567				hypothetical protein
IFOHMJLD_02618	gene	1974	ppk_1			
IFOHMJLD_02618	CDS	1974	ppk_1	2.7.4.1	COG0855	Polyphosphate kinase
IFOHMJLD_02619	gene	915	ppx2			
IFOHMJLD_02619	CDS	915	ppx2	3.6.1.11		Exopolyphosphatase 2
IFOHMJLD_02620	gene	1146	yqhD			
IFOHMJLD_02620	CDS	1146	yqhD	1.1.1.2	COG1979	NADPH-dependent aldehyde reductase YqhD
IFOHMJLD_02621	gene	294				
IFOHMJLD_02621	CDS	294				hypothetical protein
IFOHMJLD_02622	gene	141				
IFOHMJLD_02622	CDS	141				hypothetical protein
IFOHMJLD_02623	gene	159				
IFOHMJLD_02623	CDS	159				hypothetical protein
IFOHMJLD_02624	gene	1173	trpB1			
IFOHMJLD_02624	CDS	1173	trpB1	4.2.1.20	COG0133	Tryptophan synthase beta chain 1
IFOHMJLD_02625	gene	1407	trpE			
IFOHMJLD_02625	CDS	1407	trpE	4.1.3.27		Anthranilate synthase component 1
IFOHMJLD_02626	gene	603	trpG			
IFOHMJLD_02626	CDS	603	trpG	4.1.3.27		Anthranilate synthase component 2
IFOHMJLD_02627	gene	996	trpD2			
IFOHMJLD_02627	CDS	996	trpD2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase 2
IFOHMJLD_02628	gene	822	trpC			
IFOHMJLD_02628	CDS	822	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
IFOHMJLD_02629	gene	588	trpF			
IFOHMJLD_02629	CDS	588	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
IFOHMJLD_02630	gene	771	trpA			
IFOHMJLD_02630	CDS	771	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
IFOHMJLD_02631	gene	1047	ansA			
IFOHMJLD_02631	CDS	1047	ansA	3.5.1.1	COG0252	L-asparaginase 1
IFOHMJLD_02632	gene	2427				
IFOHMJLD_02632	CDS	2427				hypothetical protein
IFOHMJLD_02633	gene	366	tmoS			
IFOHMJLD_02633	CDS	366	tmoS	2.7.13.3		Sensor histidine kinase TmoS
IFOHMJLD_02634	gene	1164				
IFOHMJLD_02634	CDS	1164				hypothetical protein
IFOHMJLD_02635	gene	894				
IFOHMJLD_02635	CDS	894				hypothetical protein
IFOHMJLD_02636	gene	630	dapH_4			
IFOHMJLD_02636	CDS	630	dapH_4	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
IFOHMJLD_02637	gene	609	nreC			
IFOHMJLD_02637	CDS	609	nreC		COG2197	Oxygen regulatory protein NreC
IFOHMJLD_02638	gene	705				
IFOHMJLD_02638	CDS	705				hypothetical protein
IFOHMJLD_02639	gene	1176	purH_1			
IFOHMJLD_02639	CDS	1176	purH_1			Bifunctional purine biosynthesis protein PurH
IFOHMJLD_02640	gene	510				
IFOHMJLD_02640	CDS	510			COG0716	Flavodoxin 1
IFOHMJLD_02641	gene	363				
IFOHMJLD_02641	CDS	363				hypothetical protein
IFOHMJLD_02642	gene	216				
IFOHMJLD_02642	CDS	216				hypothetical protein
IFOHMJLD_02643	gene	1035				
IFOHMJLD_02643	CDS	1035				hypothetical protein
IFOHMJLD_02644	gene	486	resA_6			
IFOHMJLD_02644	CDS	486	resA_6			Thiol-disulfide oxidoreductase ResA
IFOHMJLD_02645	gene	1110	mauG			
IFOHMJLD_02645	CDS	1110	mauG	1.-.-.-	COG1858	Methylamine utilization protein MauG
IFOHMJLD_02646	gene	978				
IFOHMJLD_02646	CDS	978				hypothetical protein
IFOHMJLD_02647	gene	2304	btuB_7			
IFOHMJLD_02647	CDS	2304	btuB_7			Vitamin B12 transporter BtuB
IFOHMJLD_02648	gene	321				
IFOHMJLD_02648	CDS	321				hypothetical protein
IFOHMJLD_02649	gene	120				
IFOHMJLD_02649	CDS	120				hypothetical protein
IFOHMJLD_02650	gene	1803	irtA			
IFOHMJLD_02650	CDS	1803	irtA	7.2.2.-	COG1132	Mycobactin import ATP-binding/permease protein IrtA
IFOHMJLD_02651	gene	1731	ywjA			
IFOHMJLD_02651	CDS	1731	ywjA		COG1132	putative ABC transporter ATP-binding protein YwjA
IFOHMJLD_02652	gene	1188				
IFOHMJLD_02652	CDS	1188				hypothetical protein
IFOHMJLD_02653	gene	1530	emrB			
IFOHMJLD_02653	CDS	1530	emrB		COG2814	Multidrug export protein EmrB
IFOHMJLD_02654	gene	681	aaeA			
IFOHMJLD_02654	CDS	681	aaeA			p-hydroxybenzoic acid efflux pump subunit AaeA
IFOHMJLD_02655	gene	1599	aspT_4			
IFOHMJLD_02655	CDS	1599	aspT_4			Aspartate/alanine antiporter
IFOHMJLD_02656	gene	411				
IFOHMJLD_02656	CDS	411				hypothetical protein
IFOHMJLD_02657	gene	909	czcD			
IFOHMJLD_02657	CDS	909	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
IFOHMJLD_02658	gene	345				
IFOHMJLD_02658	CDS	345				hypothetical protein
IFOHMJLD_02659	gene	267				
IFOHMJLD_02659	CDS	267				hypothetical protein
IFOHMJLD_02660	gene	1521				
IFOHMJLD_02660	CDS	1521				hypothetical protein
IFOHMJLD_02661	gene	852				
IFOHMJLD_02661	CDS	852				hypothetical protein
IFOHMJLD_02662	gene	672				
IFOHMJLD_02662	CDS	672				hypothetical protein
IFOHMJLD_02663	gene	2145	cirA_3			
IFOHMJLD_02663	CDS	2145	cirA_3		COG4771	Colicin I receptor
IFOHMJLD_02664	gene	4266				
IFOHMJLD_02664	CDS	4266				hypothetical protein
IFOHMJLD_02665	gene	690				
IFOHMJLD_02665	CDS	690				hypothetical protein
IFOHMJLD_02666	gene	603				
IFOHMJLD_02666	CDS	603				hypothetical protein
IFOHMJLD_02667	gene	327				
IFOHMJLD_02667	CDS	327				hypothetical protein
IFOHMJLD_02668	gene	189				
IFOHMJLD_02668	CDS	189				hypothetical protein
IFOHMJLD_02669	gene	774	yjjP_2			
IFOHMJLD_02669	CDS	774	yjjP_2		COG2966	putative succinate transporter subunit YjjP
IFOHMJLD_02670	gene	525	yjjB_2			
IFOHMJLD_02670	CDS	525	yjjB_2		COG3610	putative succinate transporter subunit YjjB
IFOHMJLD_02671	gene	669	kdgA			
IFOHMJLD_02671	CDS	669	kdgA	4.1.2.14	COG0800	2-dehydro-3-deoxy-phosphogluconate aldolase
IFOHMJLD_02672	gene	1026	iolC			
IFOHMJLD_02672	CDS	1026	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
IFOHMJLD_02673	gene	153				
IFOHMJLD_02673	CDS	153				hypothetical protein
IFOHMJLD_02674	gene	1074	purR			
IFOHMJLD_02674	CDS	1074	purR			HTH-type transcriptional repressor PurR
IFOHMJLD_02675	gene	450	yvbK			
IFOHMJLD_02675	CDS	450	yvbK	2.3.1.-	COG0456	putative N-acetyltransferase YvbK
IFOHMJLD_02676	gene	354	hxlR_1			
IFOHMJLD_02676	CDS	354	hxlR_1		COG1733	HTH-type transcriptional activator HxlR
IFOHMJLD_02677	gene	531				
IFOHMJLD_02677	CDS	531			COG0693	Protein ppBat
IFOHMJLD_02678	gene	3045	rcsC_20			
IFOHMJLD_02678	CDS	3045	rcsC_20	2.7.13.3		Sensor histidine kinase RcsC
IFOHMJLD_02679	gene	2655	mgtB			
IFOHMJLD_02679	CDS	2655	mgtB	7.2.2.14		Magnesium-transporting ATPase, P-type 1
IFOHMJLD_02680	gene	1368	rcsC_21			
IFOHMJLD_02680	CDS	1368	rcsC_21	2.7.13.3		Sensor histidine kinase RcsC
IFOHMJLD_02681	gene	690	cusR_1			
IFOHMJLD_02681	CDS	690	cusR_1		COG0745	Transcriptional regulatory protein CusR
IFOHMJLD_02682	gene	234				
IFOHMJLD_02682	CDS	234				hypothetical protein
IFOHMJLD_02683	gene	1116				
IFOHMJLD_02683	CDS	1116				hypothetical protein
IFOHMJLD_02684	gene	714				
IFOHMJLD_02684	CDS	714				hypothetical protein
IFOHMJLD_02685	gene	621	prfH			
IFOHMJLD_02685	CDS	621	prfH			Peptide chain release factor 
IFOHMJLD_02686	gene	1398				
IFOHMJLD_02686	CDS	1398				hypothetical protein
IFOHMJLD_02687	gene	1302	mleN			
IFOHMJLD_02687	CDS	1302	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
IFOHMJLD_02688	gene	546	rpsP			
IFOHMJLD_02688	CDS	546	rpsP			Small ribosomal subunit protein bS16
IFOHMJLD_02689	gene	405				
IFOHMJLD_02689	CDS	405				hypothetical protein
IFOHMJLD_02690	gene	1227				
IFOHMJLD_02690	CDS	1227				hypothetical protein
IFOHMJLD_02691	gene	369				
IFOHMJLD_02691	CDS	369				hypothetical protein
IFOHMJLD_02692	gene	1335	potD			
IFOHMJLD_02692	CDS	1335	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
IFOHMJLD_02693	gene	789	potC			
IFOHMJLD_02693	CDS	789	potC		COG1177	Spermidine/putrescine transport system permease protein PotC
IFOHMJLD_02694	gene	798	potH			
IFOHMJLD_02694	CDS	798	potH		COG1176	Putrescine transport system permease protein PotH
IFOHMJLD_02695	gene	1380	uup_2			
IFOHMJLD_02695	CDS	1380	uup_2	3.6.1.-		ATP-binding protein Uup
IFOHMJLD_02696	gene	1140	resA_7			
IFOHMJLD_02696	CDS	1140	resA_7			Thiol-disulfide oxidoreductase ResA
IFOHMJLD_02697	gene	651				
IFOHMJLD_02697	CDS	651				hypothetical protein
IFOHMJLD_02698	gene	2565	glgP_2			
IFOHMJLD_02698	CDS	2565	glgP_2	2.4.1.1	COG0058	Glycogen phosphorylase
IFOHMJLD_02699	gene	1662				
IFOHMJLD_02699	CDS	1662				hypothetical protein
IFOHMJLD_02700	gene	462	ntpK			
IFOHMJLD_02700	CDS	462	ntpK		COG0636	V-type sodium ATPase subunit K
IFOHMJLD_02701	gene	1818	ntpI			
IFOHMJLD_02701	CDS	1818	ntpI		COG1269	V-type sodium ATPase subunit I
IFOHMJLD_02702	gene	606	atpD_1			
IFOHMJLD_02702	CDS	606	atpD_1			A-type ATP synthase subunit D
IFOHMJLD_02703	gene	1320	ntpB			
IFOHMJLD_02703	CDS	1320	ntpB		COG1156	V-type sodium ATPase subunit B
IFOHMJLD_02704	gene	1758	atpA_1			
IFOHMJLD_02704	CDS	1758	atpA_1	7.1.2.2	COG1155	V-type ATP synthase alpha chain
IFOHMJLD_02705	gene	840				
IFOHMJLD_02705	CDS	840				hypothetical protein
IFOHMJLD_02706	gene	591	atpE			
IFOHMJLD_02706	CDS	591	atpE			A-type ATP synthase subunit E
IFOHMJLD_02707	gene	393	ogt			
IFOHMJLD_02707	CDS	393	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
IFOHMJLD_02708	gene	855	ada			
IFOHMJLD_02708	CDS	855	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
IFOHMJLD_02709	gene	837				
IFOHMJLD_02709	CDS	837				hypothetical protein
IFOHMJLD_02710	gene	588				
IFOHMJLD_02710	CDS	588		2.3.1.-		Putative acetyltransferase
IFOHMJLD_02711	gene	651				
IFOHMJLD_02711	CDS	651				hypothetical protein
IFOHMJLD_02712	gene	513				
IFOHMJLD_02712	CDS	513				hypothetical protein
IFOHMJLD_02713	gene	2298	btuB_8			
IFOHMJLD_02713	CDS	2298	btuB_8			Vitamin B12 transporter BtuB
IFOHMJLD_02714	gene	1383				
IFOHMJLD_02714	CDS	1383				hypothetical protein
IFOHMJLD_02715	gene	1506	napF			
IFOHMJLD_02715	CDS	1506	napF			Ferredoxin-type protein NapF
IFOHMJLD_02716	gene	756	lytR_2			
IFOHMJLD_02716	CDS	756	lytR_2		COG3279	Transcriptional regulatory protein LytR
IFOHMJLD_02717	gene	1056				
IFOHMJLD_02717	CDS	1056				hypothetical protein
IFOHMJLD_02718	gene	93				
IFOHMJLD_02718	CDS	93				hypothetical protein
IFOHMJLD_02719	gene	561	nudF			
IFOHMJLD_02719	CDS	561	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
IFOHMJLD_02720	gene	2526				
IFOHMJLD_02720	CDS	2526				hypothetical protein
IFOHMJLD_02721	gene	162				
IFOHMJLD_02721	CDS	162				hypothetical protein
IFOHMJLD_02722	gene	492				
IFOHMJLD_02722	CDS	492				hypothetical protein
IFOHMJLD_02723	gene	621				
IFOHMJLD_02723	CDS	621				hypothetical protein
IFOHMJLD_02724	gene	2082				
IFOHMJLD_02724	CDS	2082				hypothetical protein
IFOHMJLD_02725	gene	2139				
IFOHMJLD_02725	CDS	2139				hypothetical protein
IFOHMJLD_02726	gene	960				
IFOHMJLD_02726	CDS	960				hypothetical protein
IFOHMJLD_02727	gene	120				
IFOHMJLD_02727	CDS	120				hypothetical protein
IFOHMJLD_02728	gene	120				
