# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	2964900	2968124	+	IMCPIC_02560	-	-	-	-	-	-
contig_1	cds	2968350	2969786	+	IMCPIC_02561	712.0	2.0e-256	0.979	0.942	0.694	UniRef:UniRef50_A0A0F5JM37
contig_1	cds	2969804	2972614	+	IMCPIC_02562	1050.0	0.0	0.988	0.974	0.552	UniRef:UniRef50_S0F812
contig_1	cds	2972635	2974557	+	IMCPIC_02563	753.0	9.8e-267	0.989	0.909	0.567	UniRef:UniRef50_U6RS54
contig_1	cds	2975476	2978631	+	IMCPIC_02564	1305.0	0.0	0.966	0.949	0.605	UniRef:UniRef50_R7ABT7
contig_1	cds	2978645	2980333	+	IMCPIC_02565	650.0	1.3e-229	1.032	1.005	0.559	UniRef:UniRef50_R6ZXR7
contig_1	cds	2980413	2982293	+	IMCPIC_02566	856.0	1.4e-308	0.981	0.949	0.638	UniRef:UniRef50_Q64QW6
contig_1	cds	2982486	2983697	+	IMCPIC_02567	458.0	1.1e-158	0.970	0.927	0.565	UniRef:UniRef50_A0A0F5JLP7
contig_1	cds	2983848	2984720	+	IMCPIC_02568	409.0	2.3e-142	0.990	0.822	0.704	UniRef:UniRef50_A0A380YN52
contig_1	cds	2984736	2985755	+	IMCPIC_02569	491.0	7.6e-174	1.0	0.931	0.702	UniRef:UniRef50_E6K731
contig_1	cds	2985759	2987462	+	IMCPIC_02570	746.0	8.1e-267	1.058	0.998	0.632	UniRef:UniRef50_G1VCT6
contig_1	cds	2987698	2991723	+	IMCPIC_02571	1617.0	0.0	0.990	0.998	0.592	UniRef:UniRef50_E4MRR9
contig_1	cds	2991866	2992177	-	IMCPIC_02572	130.0	9.6e-39	0.932	0.881	0.635	UniRef:UniRef50_Q8A6R5
contig_1	cds	2992193	2993134	-	IMCPIC_02573	374.0	1.9e-128	1.029	0.947	0.621	UniRef:UniRef50_A0A174X4H9
contig_1	cds	2993208	2994821	-	IMCPIC_02574	955.0	0.0	0.994	0.853	0.899	UniRef:UniRef50_A0A139KG25
contig_1	cds	2994987	2996687	-	IMCPIC_02575	818.0	1.1e-295	0.998	0.966	0.722	UniRef:UniRef50_A0A174M6F7
contig_1	cds	2996674	2997894	-	IMCPIC_02576	555.0	5.4e-197	0.879	0.877	0.714	UniRef:UniRef50_A0A7J0AHM5
contig_1	cds	2998043	2998177	-	IMCPIC_02577	-	-	-	-	-	-
contig_1	cds	2998179	3000689	+	IMCPIC_02578	1061.0	0.0	1.139	0.992	0.567	UniRef:UniRef50_R6XGY9
contig_1	cds	3001062	3001469	+	IMCPIC_02579	-	-	-	-	-	-
contig_1	cds	3001571	3003787	+	IMCPIC_02580	1516.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_I9VP73
contig_1	cds	3003902	3004915	-	IMCPIC_02581	543.0	2.1e-194	0.973	0.924	0.787	UniRef:UniRef50_R6FQM9
contig_1	cds	3005194	3005562	-	IMCPIC_02582	114.0	5.5e-32	1.008	0.984	0.504	UniRef:UniRef50_F7LUM1
contig_1	cds	3005565	3006116	-	IMCPIC_02583	191.0	1.4e-60	0.978	0.923	0.564	UniRef:UniRef50_A0A174R1M7
contig_1	cds	3006251	3006676	+	IMCPIC_02584	-	-	-	-	-	-
contig_1	cds	3006745	3006963	-	IMCPIC_02585	87.8	5.8e-23	1.014	0.986	0.616	UniRef:UniRef50_Q8A6Q7
contig_1	cds	3007195	3008943	+	IMCPIC_02586	665.0	6.6e-235	0.993	1.002	0.547	UniRef:UniRef50_A0A376G3W2
contig_1	cds	3009051	3009629	-	IMCPIC_02587	340.0	1.0e-118	0.995	0.897	0.853	UniRef:UniRef50_I9VNX7
contig_1	cds	3009785	3011068	-	IMCPIC_02588	476.0	4.4e-165	1.028	0.987	0.549	UniRef:UniRef50_A0A413H3S2
contig_1	cds	3011090	3012247	-	IMCPIC_02589	708.0	1.6e-257	1.0	0.889	0.875	UniRef:UniRef50_Q64QU3
contig_1	cds	3012393	3014030	-	IMCPIC_02590	753.0	2.7e-270	1.055	0.997	0.689	UniRef:UniRef50_P0C0Z7
contig_1	cds	3014073	3014345	-	IMCPIC_02591	131.0	1.3e-39	0.989	0.832	0.719	UniRef:UniRef50_A6QBP7
contig_1	cds	3014664	3014765	+	IMCPIC_02592	-	-	-	-	-	-
contig_1	cds	3015024	3016223	+	IMCPIC_02593	597.0	1.0e-212	1.003	0.820	0.753	UniRef:UniRef50_A0A0I9RX92
contig_1	cds	3016257	3017390	+	IMCPIC_02594	593.0	2.7e-213	1.0	0.995	0.769	UniRef:UniRef50_Q64QT9
contig_1	cds	3017362	3018537	+	IMCPIC_02595	780.0	1.9e-286	1.0	1.0	0.990	UniRef:UniRef50_I9VQB4
contig_1	cds	3018552	3019634	+	IMCPIC_02596	446.0	1.8e-155	1.0	0.976	0.642	UniRef:UniRef50_Q64QT7
contig_1	cds	3019715	3020533	+	IMCPIC_02597	544.0	1.0e-196	1.0	0.877	1.0	UniRef:UniRef50_A0A9Q4JL82
contig_1	cds	3020558	3022594	+	IMCPIC_02598	1182.0	0.0	1.0	0.974	0.881	UniRef:UniRef50_I9VQJ1
contig_1	cds	3022598	3023140	+	IMCPIC_02599	-	-	-	-	-	-
contig_1	cds	3023232	3024113	-	IMCPIC_02600	463.0	4.8e-164	0.990	0.879	0.734	UniRef:UniRef50_F5IYZ2
contig_1	cds	3024154	3024315	-	IMCPIC_02601	-	-	-	-	-	-
contig_1	cds	3024445	3025023	-	IMCPIC_02602	341.0	1.7e-119	1.0	1.0	0.896	UniRef:UniRef50_A0A0I9S8X2
contig_1	cds	3025033	3025506	-	IMCPIC_02603	186.0	1.7e-59	0.981	0.957	0.591	UniRef:UniRef50_A0A0N7J7V3
contig_1	cds	3025956	3026261	+	IMCPIC_02604	-	-	-	-	-	-
contig_1	cds	3026499	3026660	-	IMCPIC_02605	96.3	6.8e-27	1.0	1.0	0.925	UniRef:UniRef50_A0A9Q4NZ02
contig_1	cds	3026743	3027762	-	IMCPIC_02606	416.0	3.8e-144	0.994	0.968	0.599	UniRef:UniRef50_I8YB85
contig_1	cds	3027789	3028940	-	IMCPIC_02607	513.0	4.4e-181	0.990	0.950	0.633	UniRef:UniRef50_I9BE02
contig_1	cds	3029026	3030603	-	IMCPIC_02608	1060.0	0.0	1.0	0.994	0.996	UniRef:UniRef50_A0A0I9S8X6
contig_1	cds	3031017	3033200	+	IMCPIC_02609	1020.0	0.0	1.017	0.989	0.654	UniRef:UniRef50_U6RD63
contig_1	cds	3033224	3035761	+	IMCPIC_02610	1414.0	0.0	1.002	0.984	0.796	UniRef:UniRef50_U6RFG7
contig_1	cds	3036017	3037381	-	IMCPIC_02611	625.0	6.1e-222	1.185	0.996	0.628	UniRef:UniRef50_I3Z0F8
contig_1	cds	3037477	3038865	+	IMCPIC_02612	935.0	0.0	1.0	1.0	0.983	UniRef:UniRef50_Q64QS1
contig_1	cds	3039017	3039703	-	IMCPIC_02613	270.0	2.5e-90	0.982	0.982	0.634	UniRef:UniRef50_A0A1I1I7V1
contig_1	cds	3039821	3041125	-	IMCPIC_02614	588.0	5.0e-208	1.005	0.842	0.638	UniRef:UniRef50_U6RK54
contig_1	cds	3041262	3042533	-	IMCPIC_02615	524.0	1.2e-183	0.998	0.887	0.611	UniRef:UniRef50_A0A2E4J713
contig_1	cds	3042530	3043018	-	IMCPIC_02616	255.0	1.2e-86	1.0	1.0	0.753	UniRef:UniRef50_E4T0N5
contig_1	cds	3043114	3044772	+	IMCPIC_02617	1014.0	0.0	0.996	0.991	0.905	UniRef:UniRef50_H1DKH7
contig_1	cds	3044915	3045577	-	IMCPIC_02618	334.0	2.0e-115	0.982	0.840	0.778	UniRef:UniRef50_Q8A6N2
contig_1	cds	3045581	3047632	-	IMCPIC_02619	1172.0	0.0	1.0	0.963	0.839	UniRef:UniRef50_A0A7J0AGT2
contig_1	cds	3047727	3048191	-	IMCPIC_02620	218.0	9.2e-72	0.994	0.911	0.712	UniRef:UniRef50_G5SWP1
contig_1	cds	3048425	3050230	+	IMCPIC_02621	730.0	1.8e-258	0.992	0.861	0.604	UniRef:UniRef50_U2MEU8
contig_1	cds	3050340	3050546	+	IMCPIC_02622	-	-	-	-	-	-
contig_1	cds	3050625	3051611	-	IMCPIC_02623	-	-	-	-	-	-
contig_1	cds	3051627	3052577	-	IMCPIC_02624	537.0	3.1e-192	1.0	0.852	0.854	UniRef:UniRef50_A0A174GHF2
contig_1	cds	3052668	3054506	+	IMCPIC_02625	845.0	5.6e-304	1.0	0.922	0.683	UniRef:UniRef50_K9DVS0
contig_1	cds	3054530	3055195	+	IMCPIC_02626	283.0	2.0e-95	1.009	0.970	0.619	UniRef:UniRef50_Q8A6M3
contig_1	cds	3055353	3056972	-	IMCPIC_02627	664.0	1.4e-235	1.019	1.0	0.599	UniRef:UniRef50_A0A0F5JFI8
contig_1	cds	3056985	3060164	-	IMCPIC_02628	1384.0	0.0	0.967	0.897	0.643	UniRef:UniRef50_F7LUR2
contig_1	cds	3061181	3061465	-	IMCPIC_02629	184.0	1.3e-60	1.0	1.0	1.0	UniRef:UniRef50_A0A9Q4JK89
contig_1	cds	3061616	3062626	-	IMCPIC_02630	419.0	5.7e-145	1.039	0.926	0.599	UniRef:UniRef50_G2PNI1
contig_1	cds	3062640	3064193	-	IMCPIC_02631	540.0	1.7e-187	0.988	0.959	0.517	UniRef:UniRef50_A0A149NRU1
contig_1	cds	3064183	3064830	-	IMCPIC_02632	295.0	4.6e-100	0.967	0.822	0.673	UniRef:UniRef50_U6RAQ4
contig_1	cds	3064835	3065569	-	IMCPIC_02633	489.0	9.1e-176	0.996	0.844	0.971	UniRef:UniRef50_A0A2M9V4B0
contig_1	cds	3065787	3066848	-	IMCPIC_02634	467.0	6.8e-164	1.003	0.949	0.650	UniRef:UniRef50_W0ELC2
contig_1	cds	3066861	3068390	-	IMCPIC_02635	709.0	9.9e-254	0.996	0.910	0.679	UniRef:UniRef50_K1M164
contig_1	cds	3068369	3068959	-	IMCPIC_02636	245.0	3.6e-81	1.005	0.872	0.629	UniRef:UniRef50_Q11NN7
contig_1	cds	3069062	3070456	-	IMCPIC_02637	506.0	6.5e-176	1.006	0.969	0.542	UniRef:UniRef50_E0TJA6
contig_1	cds	3070504	3072000	-	IMCPIC_02638	698.0	4.1e-250	1.0	0.943	0.685	UniRef:UniRef50_F7UUS9
contig_1	cds	3072402	3072674	-	IMCPIC_02639	-	-	-	-	-	-
contig_1	rRNA	3072799	3072909	-	IMCPIC_02640	80.3	5.7e-13	-	-	-	RFAM:RF00001
contig_1	rRNA	3072999	3075886	-	IMCPIC_02641	2754.2	1.2e-05	-	-	-	RFAM:RF02541
contig_1	tRNA	3076037	3076113	-	IMCPIC_02642	81.7	-	-	-	-	-
contig_1	tRNA	3076140	3076216	-	IMCPIC_02643	77.7	-	-	-	-	-
contig_1	rRNA	3076372	3077900	-	IMCPIC_02644	1511.9	6.1e-46	-	-	-	RFAM:RF00177
contig_1	cds	3078558	3078767	+	IMCPIC_02645	-	-	-	-	-	-
contig_1	cds	3079239	3079751	+	IMCPIC_02646	201.0	1.2e-64	0.994	0.949	0.568	UniRef:UniRef50_H1DDF6
contig_1	cds	3079993	3081771	+	IMCPIC_02647	596.0	2.6e-207	1.025	1.017	0.539	UniRef:UniRef50_A0A174TNL9
contig_1	cds	3081780	3082910	+	IMCPIC_02648	477.0	3.6e-167	0.987	0.946	0.623	UniRef:UniRef50_I9RP33
contig_1	cds	3082849	3083658	+	IMCPIC_02649	324.0	4.3e-110	0.993	0.937	0.603	UniRef:UniRef50_A0A929GLH7
contig_1	cds	3083685	3084719	+	IMCPIC_02650	439.0	1.0e-152	1.076	0.930	0.608	UniRef:UniRef50_U2J0B3
contig_1	tRNA	3084840	3084912	+	IMCPIC_02651	67.9	-	-	-	-	-
contig_1	cds	3085158	3086393	+	IMCPIC_02652	493.0	3.6e-172	0.973	0.899	0.620	UniRef:UniRef50_I9S2P0
contig_1	cds	3086396	3086770	+	IMCPIC_02653	189.0	2.1e-61	1.0	0.886	0.718	UniRef:UniRef50_Q8A0K1
contig_1	cds	3087118	3087423	-	IMCPIC_02654	186.0	8.2e-61	0.980	0.868	0.929	UniRef:UniRef50_A6LA01
contig_1	cds	3087477	3087788	-	IMCPIC_02655	196.0	1.0e-64	1.0	0.896	0.942	UniRef:UniRef50_A6LA02
contig_1	cds	3087854	3088051	+	IMCPIC_02656	-	-	-	-	-	-
contig_1	cds	3088349	3088822	+	IMCPIC_02657	186.0	4.5e-59	1.076	1.0	0.604	UniRef:UniRef50_H1DE00
contig_1	cds	3089102	3089524	+	IMCPIC_02658	254.0	5.3e-87	0.993	0.972	0.899	UniRef:UniRef50_Q8A0K5
contig_1	cds	3089548	3090303	-	IMCPIC_02659	287.0	2.0e-96	1.020	1.012	0.574	UniRef:UniRef50_K5C967
contig_1	cds	3090284	3091369	-	IMCPIC_02660	553.0	3.3e-197	0.994	0.869	0.788	UniRef:UniRef50_I8YID3
contig_1	cds	3091661	3092200	+	IMCPIC_02661	335.0	6.0e-117	1.0	0.836	0.866	UniRef:UniRef50_K6ADL2
contig_1	cds	3092200	3093321	+	IMCPIC_02662	655.0	1.2e-237	1.0	0.997	0.925	UniRef:UniRef50_A0A3R5ZIB1
contig_1	cds	3093318	3096431	+	IMCPIC_02663	988.0	0.0	1.030	0.995	0.509	UniRef:UniRef50_E7RS69
contig_1	cds	3096432	3097790	+	IMCPIC_02664	433.0	1.3e-147	0.980	0.959	0.526	UniRef:UniRef50_A0A416GI50
contig_1	cds	3097920	3098951	+	IMCPIC_02665	-	-	-	-	-	-
contig_1	cds	3098915	3100627	+	IMCPIC_02666	1036.0	0.0	1.037	1.0	0.909	UniRef:UniRef50_F7M164
contig_1	cds	3100720	3101805	+	IMCPIC_02667	-	-	-	-	-	-
contig_1	cds	3101861	3103279	+	IMCPIC_02668	486.0	9.4e-167	0.996	0.870	0.532	UniRef:UniRef50_I8YKD2
contig_1	cds	3103276	3104580	+	IMCPIC_02669	553.0	6.1e-195	0.995	0.939	0.655	UniRef:UniRef50_R9I066
contig_1	cds	3104639	3104812	-	IMCPIC_02670	72.8	2.6e-17	1.018	0.806	0.690	UniRef:UniRef50_A0A1M7D8G3
contig_1	cds	3104876	3105418	-	IMCPIC_02671	280.0	1.4e-95	1.0	0.968	0.750	UniRef:UniRef50_I8YIE3
contig_1	cds	3105426	3106406	-	IMCPIC_02672	344.0	3.8e-116	1.0	0.939	0.518	UniRef:UniRef50_A0A1S8LS64
contig_1	cds	3106419	3106826	-	IMCPIC_02673	211.0	1.6e-69	0.985	0.853	0.752	UniRef:UniRef50_I8YKD5
contig_1	cds	3107038	3108414	+	IMCPIC_02674	562.0	3.9e-198	1.0	0.987	0.620	UniRef:UniRef50_B0MVN4
contig_1	cds	3108422	3109012	+	IMCPIC_02675	371.0	2.7e-131	1.036	1.0	0.926	UniRef:UniRef50_A0A7K0JLL8
contig_1	cds	3109014	3109865	+	IMCPIC_02676	531.0	7.3e-192	1.0	0.986	0.951	UniRef:UniRef50_F8NCI9
contig_1	cds	3109868	3110866	+	IMCPIC_02677	566.0	7.8e-204	0.988	0.932	0.872	UniRef:UniRef50_I9A2A4
contig_1	cds	3111274	3112491	+	IMCPIC_02678	511.0	2.1e-179	0.990	0.901	0.628	UniRef:UniRef50_I9S2P0
contig_1	cds	3112540	3113511	+	IMCPIC_02679	405.0	5.8e-140	1.0	0.895	0.622	UniRef:UniRef50_E0NQ39
contig_1	cds	3113669	3113950	-	IMCPIC_02680	179.0	1.6e-58	0.978	0.892	0.945	UniRef:UniRef50_F9Z879
contig_1	cds	3113955	3114242	-	IMCPIC_02681	166.0	3.7e-53	0.989	0.832	0.830	UniRef:UniRef50_F9Z878
contig_1	cds	3114582	3114890	+	IMCPIC_02682	192.0	2.3e-63	0.990	0.971	0.950	UniRef:UniRef50_F3PW65
contig_1	cds	3114871	3116103	+	IMCPIC_02683	382.0	1.8e-127	1.020	0.833	0.502	UniRef:UniRef50_H1HQ49
contig_1	cds	3116440	3117420	+	IMCPIC_02684	621.0	3.9e-225	1.021	0.900	0.901	UniRef:UniRef50_I9UMD3
contig_1	cds	3117577	3117960	+	IMCPIC_02685	209.0	5.7e-69	1.189	1.0	0.768	UniRef:UniRef50_A0AAD2TS27
contig_1	cds	3117926	3118849	+	IMCPIC_02686	435.0	9.1e-153	0.912	0.886	0.789	UniRef:UniRef50_U6RB55
contig_1	cds	3118854	3119579	+	IMCPIC_02687	235.0	2.6e-76	1.0	1.008	0.544	UniRef:UniRef50_K5Y9L1
contig_1	cds	3119622	3119954	-	IMCPIC_02688	216.0	8.8e-73	1.0	0.924	0.982	UniRef:UniRef50_F9Z871
contig_1	cds	3120085	3120495	-	IMCPIC_02689	216.0	1.4e-71	1.0	0.845	0.750	UniRef:UniRef50_A0A174V6L8
contig_1	cds	3120458	3120697	-	IMCPIC_02690	151.0	6.3e-48	1.0	0.988	0.975	UniRef:UniRef50_A0A413GUP4
contig_1	cds	3120708	3121298	-	IMCPIC_02691	231.0	6.3e-76	0.959	0.895	0.596	UniRef:UniRef50_W6TW81
contig_1	cds	3121403	3121738	+	IMCPIC_02692	-	-	-	-	-	-
contig_1	cds	3121784	3123187	+	IMCPIC_02693	490.0	6.2e-170	0.807	0.832	0.623	UniRef:UniRef50_A0A1M5AAK1
contig_1	cds	3123192	3123545	+	IMCPIC_02694	84.0	3.8e-20	0.940	0.909	0.573	UniRef:UniRef50_A0A385BR11
contig_1	cds	3123555	3124187	+	IMCPIC_02695	259.0	1.4e-86	0.990	0.972	0.663	UniRef:UniRef50_A0A098RYE3
contig_1	cds	3125526	3126062	+	IMCPIC_02696	273.0	1.1e-92	0.978	0.837	0.701	UniRef:UniRef50_A0A1C0WZS1
contig_1	cds	3126054	3127343	-	IMCPIC_02697	495.0	2.3e-172	0.998	0.945	0.621	UniRef:UniRef50_A0A0P0FX72
contig_1	cds	3127655	3127981	+	IMCPIC_02698	127.0	2.9e-37	0.981	0.869	0.557	UniRef:UniRef50_A0A117M4E8
contig_1	cds	3128189	3128398	-	IMCPIC_02699	-	-	-	-	-	-
contig_1	cds	3128715	3129572	+	IMCPIC_02700	499.0	4.4e-179	0.993	0.966	0.845	UniRef:UniRef50_K9DY29
contig_1	cds	3130274	3131158	+	IMCPIC_02701	456.0	1.1e-161	1.007	1.0	0.743	UniRef:UniRef50_A0A1M5C404
contig_1	tRNA	3131890	3131963	-	IMCPIC_02702	68.8	-	-	-	-	-
contig_1	ncRNA	3131964	3132070	-	IMCPIC_02703	128.2	1.1e-22	-	-	-	RFAM:RF04183
contig_1	cds	3132172	3132819	+	IMCPIC_02704	201.0	2.0e-63	0.819	0.822	0.585	UniRef:UniRef50_R5JSZ9
contig_1	cds	3132846	3133799	+	IMCPIC_02705	481.0	3.2e-170	0.994	0.908	0.740	UniRef:UniRef50_K0WZS1
contig_1	cds	3133824	3134351	+	IMCPIC_02706	172.0	2.1e-53	0.983	1.062	0.547	UniRef:UniRef50_F3PPI0
contig_1	cds	3134308	3135060	+	IMCPIC_02707	313.0	1.5e-106	1.072	1.0	0.575	UniRef:UniRef50_A0A5D3F279
contig_1	cds	3135065	3135649	+	IMCPIC_02708	301.0	7.4e-104	1.010	1.0	0.791	UniRef:UniRef50_Q89Z16
contig_1	cds	3135720	3136736	+	IMCPIC_02709	541.0	1.8e-193	0.985	0.935	0.769	UniRef:UniRef50_A0A1M3MB12
contig_1	cds	3136811	3137179	-	IMCPIC_02710	127.0	2.5e-37	0.951	0.943	0.517	UniRef:UniRef50_A0A2N3HH70
contig_1	cds	3137194	3137943	-	IMCPIC_02711	395.0	9.6e-139	0.960	0.875	0.787	UniRef:UniRef50_A0A944BLC2
contig_1	cds	3138083	3139510	+	IMCPIC_02712	694.0	1.9e-249	1.0	0.954	0.720	UniRef:UniRef50_A0A374WE53
contig_1	cds	3139518	3139988	+	IMCPIC_02713	166.0	3.0e-51	0.987	0.933	0.558	UniRef:UniRef50_Q89Z21
contig_1	cds	3140014	3141015	+	IMCPIC_02714	369.0	1.3e-125	0.961	0.874	0.650	UniRef:UniRef50_B3ETU2
contig_1	cds	3141145	3142023	+	IMCPIC_02715	477.0	1.6e-169	1.0	0.907	0.767	UniRef:UniRef50_F9D4P8
contig_1	cds	3142023	3142520	+	IMCPIC_02716	187.0	2.2e-59	0.964	0.935	0.560	UniRef:UniRef50_A0A1M6C3U0
contig_1	cds	3142535	3143185	-	IMCPIC_02717	286.0	6.6e-97	1.0	0.904	0.625	UniRef:UniRef50_K9DXG4
contig_1	cds	3143264	3145183	-	IMCPIC_02718	808.0	6.2e-289	0.991	0.952	0.637	UniRef:UniRef50_A0A174NKQ2
contig_1	cds	3145140	3145235	-	IMCPIC_02719	-	-	-	-	-	-
contig_1	cds	3145305	3146702	+	IMCPIC_02720	712.0	3.5e-256	1.0	0.869	0.794	UniRef:UniRef50_Q89Z26
contig_1	cds	3146987	3147862	+	IMCPIC_02721	477.0	8.5e-170	1.0	0.924	0.794	UniRef:UniRef50_F7LM46
contig_1	cds	3147980	3149095	+	IMCPIC_02722	399.0	2.4e-136	0.984	0.915	0.553	UniRef:UniRef50_A0A0F5IJD5
contig_1	cds	3149551	3150267	+	IMCPIC_02723	-	-	-	-	-	-
contig_1	cds	3150366	3150740	+	IMCPIC_02724	153.0	2.6e-47	0.992	0.992	0.618	UniRef:UniRef50_B6VW14
contig_1	cds	3150746	3151816	+	IMCPIC_02725	453.0	1.8e-158	0.969	0.966	0.675	UniRef:UniRef50_A0A7X5Y9S3
contig_1	cds	3152263	3152562	+	IMCPIC_02726	-	-	-	-	-	-
contig_1	cds	3152559	3153767	+	IMCPIC_02727	-	-	-	-	-	-
contig_1	cds	3153772	3154299	+	IMCPIC_02728	303.0	6.0e-105	0.989	0.930	0.931	UniRef:UniRef50_E6SWU4
contig_1	cds	3155119	3155685	-	IMCPIC_02729	-	-	-	-	-	-
contig_1	cds	3156185	3158341	-	IMCPIC_02730	759.0	1.1e-267	1.021	1.017	0.524	UniRef:UniRef50_R9HLA7
contig_1	cds	3158346	3162443	-	IMCPIC_02731	-	-	-	-	-	-
contig_1	cds	3162430	3164856	-	IMCPIC_02732	1613.0	0.0	1.0	1.0	0.991	UniRef:UniRef50_A0A9D5WY25
contig_1	cds	3164858	3166609	-	IMCPIC_02733	837.0	1.2e-302	1.002	0.997	0.733	UniRef:UniRef50_R9HL16
contig_1	cds	3166636	3168039	-	IMCPIC_02734	524.0	1.3e-182	1.039	0.994	0.555	UniRef:UniRef50_G5SSZ9
contig_1	cds	3168032	3169591	-	IMCPIC_02735	-	-	-	-	-	-
contig_1	cds	3169602	3169814	-	IMCPIC_02736	-	-	-	-	-	-
contig_1	cds	3169919	3170167	-	IMCPIC_02737	-	-	-	-	-	-
contig_1	cds	3170303	3170599	-	IMCPIC_02738	-	-	-	-	-	-
contig_1	cds	3170962	3171189	-	IMCPIC_02739	-	-	-	-	-	-
contig_1	cds	3171159	3172877	-	IMCPIC_02740	1052.0	0.0	1.126	1.0	0.877	UniRef:UniRef50_A0A069SG10
contig_1	cds	3172867	3174612	-	IMCPIC_02741	587.0	5.3e-204	1.031	1.003	0.534	UniRef:UniRef50_A0AA37I1Y8
contig_1	cds	3174615	3176141	-	IMCPIC_02742	892.0	0.0	1.0	1.0	0.909	UniRef:UniRef50_A0A4Q0TWP8
contig_1	cds	3176146	3179673	-	IMCPIC_02743	1478.0	0.0	0.975	0.971	0.640	UniRef:UniRef50_A0A495VJ25
contig_1	cds	3179678	3180652	-	IMCPIC_02744	363.0	4.4e-124	1.003	1.0	0.545	UniRef:UniRef50_A0A4V1L936
contig_1	cds	3180649	3181596	-	IMCPIC_02745	547.0	6.0e-197	1.0	1.0	0.879	UniRef:UniRef50_A0A9D5NPH9
contig_1	cds	3181589	3182008	-	IMCPIC_02746	275.0	5.4e-95	1.0	0.927	0.885	UniRef:UniRef50_A0A495VIW7
contig_1	cds	3182056	3183354	-	IMCPIC_02747	444.0	1.8e-152	1.002	0.982	0.531	UniRef:UniRef50_V8CP01
contig_1	cds	3184396	3185175	+	IMCPIC_02748	281.0	9.9e-94	0.981	0.930	0.547	UniRef:UniRef50_Q5LA59
contig_1	cds	3185316	3185918	+	IMCPIC_02749	211.0	1.2e-67	0.940	0.843	0.553	UniRef:UniRef50_G5H7S5
contig_1	cds	3185925	3186032	+	IMCPIC_02750	-	-	-	-	-	-
contig_1	cds	3186035	3187012	+	IMCPIC_02751	408.0	8.3e-142	0.985	0.979	0.622	UniRef:UniRef50_I9RPN4
contig_1	cds	3187111	3188277	+	IMCPIC_02752	616.0	2.4e-221	1.0	0.911	0.740	UniRef:UniRef50_A0A174TKU0
contig_1	cds	3188301	3189512	-	IMCPIC_02753	439.0	1.6e-151	0.988	0.961	0.553	UniRef:UniRef50_K9EGH4
contig_1	cds	3190265	3192523	-	IMCPIC_02754	-	-	-	-	-	-
contig_1	ncRNA-region	3192703	3192916	+	-	91.7	1.4e-15	-	-	-	RFAM:RF00174
contig_1	cds	3193056	3194570	+	IMCPIC_02755	838.0	6.7e-305	1.002	0.889	0.828	UniRef:UniRef50_A0A1M6TG34
contig_1	cds	3194577	3195077	+	IMCPIC_02756	157.0	1.5e-47	0.892	0.827	0.527	UniRef:UniRef50_A0A139JWZ8
contig_1	cds	3195095	3196630	+	IMCPIC_02757	745.0	5.5e-268	1.098	0.989	0.684	UniRef:UniRef50_Q168G2
contig_1	cds	3196770	3197654	+	IMCPIC_02758	427.0	3.5e-150	0.990	0.939	0.725	UniRef:UniRef50_A0A081UBH5
contig_1	cds	3197868	3198782	+	IMCPIC_02759	426.0	2.9e-149	0.997	0.977	0.663	UniRef:UniRef50_A0A9D2W5I7
contig_1	cds	3198967	3199638	-	IMCPIC_02760	260.0	2.8e-86	0.960	0.853	0.570	UniRef:UniRef50_A0A142YF85
contig_1	cds	3200032	3201645	+	IMCPIC_02761	812.0	4.2e-294	1.0	0.957	0.734	UniRef:UniRef50_K9E4L4
contig_1	cds	3201757	3203388	-	IMCPIC_02762	813.0	9.9e-294	1.0	0.910	0.764	UniRef:UniRef50_A0A139K410
contig_1	cds	3203577	3204476	+	IMCPIC_02763	563.0	2.0e-203	1.0	0.937	0.967	UniRef:UniRef50_I8XU37
contig_1	cds	3204611	3206104	-	IMCPIC_02764	518.0	2.0e-179	1.002	0.965	0.518	UniRef:UniRef50_A0A520S5T5
contig_1	cds	3206520	3206753	+	IMCPIC_02765	157.0	1.3e-50	1.0	1.0	1.0	UniRef:UniRef50_Q64QF0
contig_1	cds	3207039	3207890	-	IMCPIC_02766	354.0	8.7e-122	0.986	0.962	0.624	UniRef:UniRef50_I8X0Z7
contig_1	cds	3208041	3209150	+	IMCPIC_02767	568.0	1.2e-202	1.0	0.846	0.794	UniRef:UniRef50_F7M1E4
contig_1	cds	3209284	3212493	+	IMCPIC_02768	1072.0	0.0	1.028	0.998	0.541	UniRef:UniRef50_K9EMF8
contig_1	cds	3212794	3214167	+	IMCPIC_02769	779.0	1.3e-283	1.022	0.983	0.908	UniRef:UniRef50_R7JP58
contig_1	cds	3214663	3216873	-	IMCPIC_02770	-	-	-	-	-	-
contig_1	cds	3216890	3217159	-	IMCPIC_02771	-	-	-	-	-	-
contig_1	cds	3217159	3217971	-	IMCPIC_02772	295.0	1.1e-98	0.989	0.937	0.614	UniRef:UniRef50_A0A9D2CX20
contig_1	cds	3218019	3218219	+	IMCPIC_02773	-	-	-	-	-	-
